index,text,label
69,https://t.co/0L9tN6ddWj #CoronavirusOutbreak #Coronavirus #WuhanCoronavirusOutbreak #WuhanCoronavirus #CoronavirusUpdates #Ohio #facemasks #ReOpenAmerica.,pro
70,"Wall Street multinationals react to U.S-China trade decoupling... https://t.co/VBPQOe4EVi via @thelastrefuge2 From August, 2019 ... China's Economy in tank .. manufactured virus to destroy America. #BuyAmerican #NeverChina #ReopenAmerica We want to go back to work! #MAGA.",pro
71,"@realDonaldTrump @seanhannity Sir, you are handling the situation well!! #reopenamerica #americafirst #trump2020.",pro
72,Translator stat!! #coronavirus #coronaviruslockdown #easter #reopenamerica #trump2020.,pro
73,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: @elonmusk is asshoe https://t.co/WnnaOm9EOj.,anti
74,Are you moving to Idaho? Call for A free quote 208~713~4216 #fresno #nyccoronavirus #reopenamerica #americafirst #arizona #stimulusbill #socialdistancing #socialdistancingpickuplines #trumpmadness #trumpmeltdown #gamers #loveisblind #lasvegas #mississippi #goodmorning #love #LA https://t.co/AGD8HBowBJ.,pro
75,@realdonaldtrump @mike_pence @donaldjtrumpjr @erictrump @seanhannity @ingrahamangle How about a rally with those who have recovered from the great bug! We need to #ReopenAmerica !!!,pro
76,Remember this photo because all Mike Pence does besides blow Trump in public is hold up an 8x11 with bullet points that an elementary school student could make. New York needs ventilators NOW! #reopenamerica #coronaviruslockdown #notdying4wallstreet #coronavirus https://t.co/HMeIiTjckl.,pro
77,Innovative #stayhomesaveslives idea from @cathy_twohalves cathy_twohalves.,anti
78,#ReopenAmerica but also #BuildTheWall. Those two things go together ?? fucking idiots.,pro
79,"White guy was caught walking his dog on the streets, No push ups, No arrest, No any form of punishment or even Fine, but if that person was a Black person, the treatment was going to be very different, in South Africa we are not EQUAL. #extendthelockdown https://t.co/LJK2TdgZUg.",anti
80,#lockdown = Sewing Easter Dresses I won't see my wee munchkins wearing xxx #nanalove #family #granddaughter #easter #easterdresses #stayhomesaveslives #staysafe #socialdistancing #craft #sewing #stayindoors� https://t.co/8e4WQlBFGk.,anti
81,The deputy president speaking in tongues. This is beautiful. @williamsruto #buruburu Health CAS mercy mwangangi Kikuyu Tanzania #extendthelockdown Uganda Magufuli pogba #COVID19 Jumia https://t.co/asFnQMNhZ4.,anti
82,"This salon owner has more bravery than any of the ""heroes"" in law enforcement or medicine fighting in the #coronapocalypse. #texas #reopenamerica #reopentexas @rmconservative @tedcruz @gregabbott_TX @getongab @chiproytx #2A #5G.",pro
83,Some family time of the former captain @GbNaib as he experienced the hair cut of his son during the quarantine period and lockdown due to #COVID2019. #stayhomestaysafe #stayhomesaveslives https://t.co/BlnCP5d7ui.,anti
84,@amjoyshow #reiders #amjoy @BetoORourke Love you but please REMEMBER those ALREADY WORKING #MINWAGE KEEPING US ALIVE COIN NEW TERM #EXPANDOPENING @kroger @Publix @Target #HOSPITALS #POLICE #FIRE @Walgreens HAVE BEEN OPEN SAVED LIVES #expandopening BUT FOR,anti
85,"#GroceryRuns2020 Day 6: I'm sorry to say that I missed last week's local Reopen rally and may not get to the next one on Friday, either. But I'm thrilled that these protests have reached Humboldt County. #opencalifornianow #openamericanow #reopenamerica https://t.co/JmXuSFOlyQ.",pro
86,A can't miss episode with @jeffsessions . #reopenamerica #riseup #americafirst #reinvestinus #immigrationmoratorium.,pro
87,@GregAbbott_TX Thank You Gov ABBOTT & @realDonaldTrump! NOW #ReopenAmerica #stoptheshutdown BEFORE ALL THAT $$$$ SLIPS THROUGH HANDS LIKE A JELLYFISH AND STILL LEAVES A LONG LASTING PAINFUL BURN!,pro
88,"@RealMattCouch #ReopenAmerica Americans are tired and we will no longer lock in because liberals say ""It's for my own good"" This country's constitution say you cannot decide what is good for me... #ReOpenNJ.",pro
89,Beyond staggering numbers...this shut down needs to end...all businesses are essential...all jobs are essential...every paycheck is essential! #reopenamerica https://t.co/RKWueTHwPm.,pro
90,I will create your #mortgageloan #2danimation #video_ads #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #TuesdayThoughts #video_promo for you #marketing #videoMarketing #mortgage #loan If you want this visit my profile link https://t.co/3LgbxEBXv3.,pro
91,They told me it's always sunny in Philadelphia. That was before coronapocolypse being the latest tool for #bureaucoup Where is the Justice Dept.? Why has @realDonaldTrump allowed Federal advisors to provide this opportunity? #reopenamerica.,pro
92,Whatever is happening from last few days #TabligiJamaat I think #lockdownindia Should be extended Otherwise India will be next after #China #ItalyCoronavirus #America and #Spain #coronavirusindia @RubikaLiyaquat @narendramodi #ExtendTheLockdown @PTI_News @KumarVivek0131 @WHO.,anti
93,"""There is a clamor to try to reopen the economy."" - Larry Kudlow Yeah, and it's coming from the White House. Life over economy. #COVID19 #stayathome #stayhome #shutitdownnow #notdying4wallstreet #reopenamerica #dieforthedow #generalstrike https://t.co/6SyrQ4fka2.",pro
94,#americafirst #CONGRESSDOYOURJOB #deepstatevirus #COVID19US #coronavirususa #quarantineandchill #federalgovernment #saturdaynighttakeaway #reopenamerica.,pro
95,Also known as the Virginia Economic Destruction Plan. #reopenvirginia #reopenamerica.,pro
96,#WWG1WGA #americafirst #qarmy #reopenamerica #democratsbacktoworknow#indictmentsarecoming https://t.co/MTjl9UehJc.,pro
97,You absolute idiot. This is because of all of you fighting to 'get back to work' and #ReopenAmerica ?? Meanwhile you're taking away people's FIRST chance to live. #covidiots #coronavirus #COVID19.,pro
98,The lockdown has umjolo by the throat now hehe kunzima straight. #level4lockdown #level4 #COVID19 #Covid_19 #Day33ofLockdown #ExtendTheLockdown #Netflix https://t.co/jN3wVr3Rvu.,anti
99,"#AiMesh Compatible for Mesh Wi-Fi System, Next-Gen Wi-Fi 6, Wireless 802.11Ax, 8 x Gigabit #LAN ports?? https://t.co/yOyffvQ4P6 #ReopenAmerica #Hantavirus #NotDying4WallStreet #TuesdayThoughts #COVIDIDIOTS #KimKardashianIsOverParty #Tokyo2021.",pro
100,RT @MariaBartiromo: @GovRonDeSantis Thank you @RonDeSantisFL Good luck & best wishes to #Florida & tomorrow w the #ReOpenAmerica @Mornin�.,pro
101,Illinois governor is talking JULY b4 a possible re-open. I've been contacted by organizers of IL re-open rally 2 come speak at their next. Count on me! Last week I took 6 flights in 48 hours to get to MI & back to speak at their rally. I'm standing w all of you. #reopenamerica.,pro
102,Fast #Force is out! Today's top #Salesforce & #Force.com Stories https://t.co/dJPnrNRXqJ Stories via @michaellorg @NickersUniverse @MarkOrsborn #reopenamerica #proinvitationalseries.,pro
103,@jasserravalle There is no proof that keeping healthy people in lockdown is necessary or helpful. We don't need to #ExtendTheLockdown. #openupamerica #mayday #reopenamerica #povertykills. You say #mentalhealthmatters. Are you following the suicides due to,pro
104,51% of Americans approve of Comacho's #ReopenAmerica plans. #ToiletTrump has #AmericaFirst in Covid19 cases. Everything is going exactly as it should after electing a cartoon/TV character. https://t.co/2S7Df6OwfH.,pro
105,#Democrats & #FakeNewsMedia including #NYTimes is pushing the lie tht @realDonaldTrump did not rely on his #experts. Not true. #trump2020 #women #fakenewsalert #trending #americaworkstogether #reopenamerica #trumpisalooser #trumpliespeopledie #bernieontheballot #demexit.,pro
106,"@realDonaldTrump #reopenamerica I guess the only jobs we will have in the ""NEW NORMAL USA"" is military, City/State workers, Wal-Mart's, meat plants, utubers, Tech jobs, Doctors/Nurses and of course the POLITICIANS. If I forgot 1 or 2 don't worry about it.",pro
107,You guys are the Real Super Heroes #StayHomeSavesLives @StaffsFire @StaffsPolice @NHS Thank You https://t.co/M7p2JQVYIT.,anti
108,"#TablighiJamaat Markaz thing happened in front of everyone (govt., police, system) in da heart of capital Delhi for 20 odd days! Nobody prevented them. This shd have been stopped much earlier. Now they r doing an herculean job, running against the time. #extendthelockdown #INDIA https://t.co/LGNr6EH24g.",anti
109,Lefe domino zot kone? Ala mo ti mesaz pu zot #covid19 #moris #noupousirmonte #coronavirus #pandemic #dominoeffect #mauritius#StayHomeSavesLives https://t.co/iKuAqFOvbg.,anti
110,#history #covid19 #reopencolorado #reopenamerica.,pro
111,"Day 2373982973829.!:&/,)938224! Of Quarantine: Nobody: MY ROOMATE: You ever killed a mouse with your barefoot? ME : ... MY ROOMMATE: I have . #coronavirus #ExtendTheLockdown #COVID19.",anti
112,"@PhillyInquirer @TomWolfPA @PAAttorneyGen @PhillyMayor, the #Harrisburg #coronavirus #ReopenAmerica #rally is an extreme hazard organized by #whitenationalists who will spike the cases in PA and should be detained and #Quarantined. But that endangers poli",pro
113,#reopennc #reopenamerica #reopenamericanow.,pro
114,#reopenamerica.,pro
115,@realDonaldTrump @VP @Mike_Pence @MarkMeadows @marcshort45 @IvankaTrump @FLOTUS @DanScavino @Scavino45 @MariaBartiromo @IngrahamAngle @seanhannity #1 candidate for the new task force! #reopenamerica.,pro
116,#wwg1wga #reopenamerica #triggered #epsteindidntkillhimself.,pro
117,#reopenamerica.,pro
118,@markmeadows @seanhannity @breitbartnews @scottpresler @ingrahamangle @teaparty_911 @tppatriots #walkaway ONLY we the people can #reopenamerica. We have the #Constitution #CommonSense and #Science on our side. https://t.co/mkOIS7sKNj.,pro
119,@realDonaldTrump @BankofAmerica @SBAgov @USTreasury No more money! #ReopenAmerica these bills are for elites only.,pro
120,This happened... #reopenamerica #reopenmo #reopenstl #reopenstlcounty #itstime Gold's Gyms in St. Louis will not reopen after coronavirus shutdowns https://t.co/16iMqKblSz via @PostDispatchbiz.,pro
121,"Hey Florida, the curve is flattened. Defy the order, reopen businesses. State & local government have no authority to shut down private sector business. Walmart is open, no one is dropping dead. Stop the nonsense #ReopenFlorida #ReopenAmerica.",pro
122,#reopenamerica.,pro
123,ATTENTION NEW HAMPSHIRE AND MAINE!! @govchrissununu @govjanetmills #reopennh #reopenme #reopenamerica.,pro
124,I fully support #OperationGridlock #ReopenAmerica S.A. should follow suit! #operationgridlocksa #reopensouthafrica.,pro
125,"Remember, they said 15 days for bars and restaurants to be closed. Monday is day 15. #coronaviruslockdown #reopenamerica.",pro
126,@AnnCoulter The #HysteriaCult is trying to use #ChineseVirus HYSTERIA to try and accomplish what the #Russia SCAM and Mueller could not #reopenamerica.,pro
127,In which Michael Harriot examines #reopenAmerica vis a vis #WhitePrivilege so good.,pro
128,#Hantavirus #?????_????? #ReopenAmerica #CoronavirusLockdown #COVIDIDIOTS #Covid19Out #GeneralStrike #21daysLockdown #StayAtHomeOrder #LockDownKenya #dtac #COVID19Pakistan #ChineseVirusCorona #China @NintendoEurope @corona @coronaviruscare @WarsontheBrink @DrDenaGrayson.,pro
129,"Maryland county says residents are using shopping as an excuse to leave home, limits grocery days by last name https://t.co/Y48XqN2en4 #q #qanon #greatawakening #walkaway #wwg1wga #maga #covid #coronavirus #reopenamerica.",pro
130,"Folks, #ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, & lawsuits are for. Get started now. #betheactivist #takebackamerica #1A #2a #tcot #ccot #riseup #liberty #covidfascism #reopenamerica https://t.co/435mUlXKEz.",pro
131,"The internet and social media was designed to give us enough hope and false sense of control to prevent us from rebelling and coming together. Lets use it to make waves, real physical waves. #socialdistancing #OPENAMERICANOW #plandemic2020 #5G #openohionow #protestlockdown.",anti
132,Recall Governor Murphy for his coronavirus 'rules' - sign the petition! https://t.co/ys3eC1L6jZ #recall #govmurphy #NJ #newjersey #reopenamerica #reopenjersey #jersey #petition #billofrights #unconstitutional #impeachmurphy #wehaverights #coronavirus #philmurphy #protest.,pro
133,#Doyourpart: Keep fit like Lt (Navy) Alex Wood while #PhysicalDistancing for #COVID19 by trying an online exercise class. @4cdndiv4divca #plankthecurvechallenge #healthyathome #stayhome #stayhomesaveslives.,anti
134,#covid19effect #stayhome #safezone #safetyfirst #safespace #COVID19 #socialdistacing #imlockedup #mywindow #stayhomestaysafe #stayhomesaveslives #stayathomechallenge #safehands #viewfrom� https://t.co/PAbw1K671d.,anti
135,"REMINDER: this shutdown was to not overwhelm our healthcare system. NOT to hold Americans hostage until COVID-19 is eliminated or a vaccine is created. Because of the current overreaction by the govt, they're delaying herd immunity while tanking the economy. #ReopenAmerica.",pro
136,"Show us the way Georgia. Just like the Domino effects of closing, be the Domino effect of opening. #reopenamerica #reopennow https://t.co/SHuUi9q2WT.",pro
137,#satire #reopenamerica @ali @cernovich.,pro
138,1 of 2 #LocalGovtTyranny #ReopenIllinois #ReopenAmerica #LibertyFirst #AmericaFirst Mayor Lightfoot threatens having Americans arrested if we don't follow their unconstitutional and illegal 'Lockdown' orders @realDonaldTrump @AGWillliamBarr https://t.co/yvUugbR8h2.,pro
139,"!!! WE BACK!!! #reopening #reopenamerica #covid19pandemic #PANDEMIC2020 #fox5news #cnn #cityofatlanta #georgia #economy #stimulus #positiveenergy #letsgetit #besafe #safe @ Atlanta, Georgia https://t.co/Byys47vA5m.",pro
140,'s positive numbers have actually DECREASED the last two days. Not a lot but they didn't increase more from the day before. Yes some COUNTIES IN THE SOUTHEAST AND AROUND Scranton have gone up but the whole state has not. Stop the fear mongering! #reopenamerica.,pro
141,@realdonaldtrump #coronavirus #COVID19 #coronavirususa #notdyingforwallstreet #easter #reopenamerica #health #democrats #liberal #LGBTQIA #trans #POC #christians #jewish #muslim #women #family #millennials #disabled #evangelical #conservative #bible #god ,pro
142,#wuhancoronavirus #reopenamerica.,pro
143,Congratulations #ReOpenCalifornia @Re_OpenAmerica so proud of you!! Even one #LockedDown beach is too much. Wish #Ohio was as brave #reopenmichigan #reopenohio #ReopenAmerica #FirstAmendment doesn't get #COVID19 @POTUS @DOJPH @FoxNews @BreitbartNews #WalkAway.,pro
144,These young kids should be paying attention to this.... how is your 30 day trial of socialism going? #reopenamerica #liberateamerica #chinesewuhanvirus #CCP #COVID19 #democratsaredestroyingamerica.,pro
145,"Sign, sign, sign #FireFauci Petition. click below. #Q #qanon #reopenamerica #antivax #americafirst #deepstatefauci #antigatesvax watch video with Dr. shiva https://t.co/oaoUsPuNX7.",pro
146,Contact here: https://t.co/OH8UMV0SD0 #Logo #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #Hantavirus #0325_YouMakeSKZStay #0325_YouMakeSKZStay #NuncaMas.,pro
147,@govwhitmer #OPENAMERICANOW #reopenamerica #restarttheeconomy #trump2020 #voteredtosaveamerica #americafirst #democratshateamerica #restarttheeconomy #voterid.,pro
148,"I wonder what would happen if they put a daily tracking of flu infections, hospitalizations and deaths on every channel. #reopenamerica.",pro
149,"@neiltyson @MichaelWelchAct Here's another one. We all have equal rights, but some people think they should be cancelled when there's a crisis and just let the government dictate what's best for everyone. A genius, you are not. Sad. #reopenamerica #libera",pro
150,@GavinNewsom closing outdoor spaces is crossing a line! Protests are safer than beach going? Notice how protests stopped when the beach was open?! Don't be a #covidiot #OCisNOTsick #protests #ProtestLockdown #destroyinglives #ENOUGH #GetBackToWork.,anti
151,1 turn off CBS NBC ABC FOX CNN MSNBC 2 small business open - people BUY AMERICAN & do things 3 practicing social distance & proper hygiene - dont touch everything you see 4 if you feel ill at all - stay home 5 dont take fish tank cleaner 6 #votedemsout 7 #reopenamerica.,pro
152,Hosted by donald trump jr 4/24/20 https://t.co/OOz3QnB1Hx via @youtube #MAGA2020 #KEG2020 #triggered #reopenamerica.,pro
