index,text,label
89,"yes a thousand times, cut the bullsh! t you were given your two week flatten the curve shutdown and its already brought America to its knees the threat level is n't high and continuing down this path is n't helping anyone … pass the stimulus and lets get to work.",n
90,oh and Faceless DUANE tell that to The maggot Antifa TheResistance that listen to you MAGA.,n
91,"As businesses fail and futures ruined, we have reached the point where these draconian intrusions on our way of life transcend politics and lifestyle. Yes, we want our freedom back. Before it 's too late.",n
92,It is a FALSE to ARGUE against Trump 's Plan to because YOU Do Not want to Go BACK to WORK No One is going to FORCE You to Go BACK to WORK You can STAY HOME and NOT WORK But the AMERICANS who want to Go BACK to WORK MUST be allowed TO DO SO!,n
93,"these are authentic gatherings by sincere Americans. I 've been to 2 protesting DictatorInslee. No one claims spontaneity; any gathering requires organizing. But these events are n't staged, only Liberals get paid to rally. medialies reopenam",n
94,80% will have mild or no symptoms. Isolate those at high risk and provide necessities and comfort. Let the herd immunity start working. coronavirus usa covid19 NYC florida.,n
95,"Hey be truthful ANYTHING Our President wants to do, you and your Cabal would be against. So we starting today. You stay HOME.",n
96,"My grandparents are 87/88. They survived war, the Great Depression, and measles. They are more worried about economic collapse than a flu like virus with low death rates. Millions of older folks feel the same way. reopenam",n
97,PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let 's fight! operationgridlock,n
98,"Anyone with a JOB is deemed essential by the consumer who purchases their service … Let 's get back to work! SMARTLY! We need to be like our heros cops, nurse, emt, cashiers, grocers, drive-thru food, WE CAN DO THIS!!!!",n
99,Oregon 's George SorosD appointed Gov extends 'Cower-In-Place' order to July 7th … because 100 people have died in 120 days … democratsliedpeopledied now endthelockdown endthelockdownnow endtheshutdown endtheshutdownnow,n
100,But Antifa still runs free. I fucking hate the government EndTheShutdown endthelockdownnow Now.,n
101,Time For The United States Take Back The World 's Power OPENAMERICANOW AmericaFirst AmericasGreatestComeback TAKEOVER,n
102,"There will be more angry, peaceful uprisings like the MichiganProtest hopefully. Americans will stop the totalitarian power grab by elected politicians. coronavirus endtheshutdown.",n
103,"Will Ralph reopen Virginia so folks can go back to work and start living their lives, or will he have protesters back in Richmond packing the streets again?? reopenvirginia",n
104,"Recent antibody testing suggests at least 25% of the population of NYC has antibodies to the coronavirus. Maybe the sharp drop in cases, there and elsewhere, has more to do with HerdImmunity than lockdowns? coronavirusnyc coronavirususa KAG.",n
105,People are growing restless and angry. Not one of the people imposing economic hardship on the rest of the country has lost their job. Remember that. openthestates,n
106,3.7k who have died from COVID19 in New York were not even tested. It 's a grand scam.,n
107,this is just wrong. Total fatalities from all causes is less than last year ~3600 versus ~4000 average. Let 's get back to work please and and chicago. Please do what 's right for the city and it 's people. Reopen!,n
108,CoronaVirus has peaked at 1/5th the number of deaths of the regular flu.,n
109,Take back America! DO NOT COMPLY! democratsaredestroyingamerica americafirst,n
110,States like Michigan Illinois are being held hostage by Nazi governors. America is so behind.,n
111,"President It is time to Nationwide Rolling Rally for Freedom on Friday, May 1st!",n
112,Watch 2 [Cali] docs tell truth about [Covid]. Quarantine is bad for your immune system.,n
113,Trump was Right AGAIN! His goal date of Easter to was right on!,n
114,"It 's amazing how this virus only spreads at small businesses and places of worship, yet not at Walmart or Target! reopennevada.",n
115,"bet you wo n't hold a large rally full of supporters in Florida tomorrow, pussy. Prove me wrong. tuesdaymotivation.",n
116,PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let 's fight! operationgridlock ht,n
117,reopenca now!,n
118,"We are holding a ReopenDelaware rally on May 1 at Noon in Wilmington, DE",n
119,So are my chances of contracting coronavirus at walmart greater than or less than catching it at my local mom pop patio store which is required to be shutdown?,n
120,"Whatever Happened to Mark 12:17? Good question. Frankly, most of the church has been a bit wimpy in responding to the COVID19 shutdowns. OpenAmerica ReopenTexas",n
121,Dear and please reopen after April 30. You can be the start of the back-to -work domino chain! Pretty please! The women of America will be forever grateful. GirlStuff ulta nordstromrack coronavirus covid19 calmdown.,n
122,"THIS is the untold damage being done to our children by ludicrous lockdown If this were a real war, we would all take a bullet for our kids. FakeNews fanning pandemicpanic New science shows low MR.",n
123,Free Michigan! OperationGridlock for miles!,n
124,We need to Yesterday! End the shutdown!,n
125,Great job You 're destroying healthcare in MN to save healthcare in MN. reopenmn,n
126,StopTheMadness Just get over it already. The pandemic is a bust.,n
127,Gotta *forehead slap* the logic where protesters are supposedly 'EndAngeriNg LivEs!!' by protesting in public but the nurse cosplayers are 'heroes'. Evidently only people with certain opinions can spread the virus by protesting in public.,n
128,"THANK GOD, is a movement that is picking up momentum. Rallies scheduled for Ohio and Arizona sooner than later. We will not live in fear and we will not live under tyranny. Most importantly we will support in the decision he makes moving forward.",n
129,"I'm loving The100 on Many great lessons for the pandemic about a group of 100 young adults sent back to populate a post-nuclear war earth. If we hide shelter ourselves from the outside world to feel safe, we will ultimately perish. COVID19 pandemic",n
130,"If you can afford to idle a Dodge Ram 17 mpg combined to scream your white trash head off at a rally, you 're not hurting economically. Fuck off.",y
131,According to lib logic is a threat of violence.,n
132,"I'm a 73 survived every scare since polio, mumps, measles, atomic bombs, radon gas, ozone holes, Y2K, my own cancer so on. I can wash my hands, avoid crowds take care of myself. I do n't need people losing their jobs",n
133,absolutely. COVID19 is a scam. And sheople who have no knowledge of history or the viral pathophysiology are falling for the fear-mongering.,n
134,Absolutely ridculous that police are enforcing these orders. They never seem to arrest Antifa or BlackLivesMatter when they actually RIOT or block roads. ReopenNC will spread to very soon if this continues.,n
135,is this really necessary? Americans are locked up in their homes yet criminals and illegal aliens are released? Tell me where this makes sense? riseup americafirst,n
136,"California: 40 million people 2175 coronavirus deaths to date, a 0.005% mortality rate, one of lowest in the world. Newsom wo n't even open beaches. Time to ask why. Did he decide to shutter the world 's 5th largest economy to drag down GDP before Nov election?",n
137,"Ppl are starving, losing businesses commiting suicide. No one cares about politics right now. Talk to DeepStateBarr about it. Tell Trump to use his power open a special council.",n
138,Thank you Good luck best wishes to Florida tomorrow w the,n
139,"Walmart is SERVING any and everyone who can cram in the building. PASTORS, why are you still closed and why are n't you suing on the flock 's behalf? cowards liberateVirginia reopenVirginia sicsempertyrannis",n
140,Groups from across North Carolina gathered to reOpenNC! Thank you for redeeming yourselves! Good leadership is critical all across the US and all the way down to local county and city government! GREAT RALLY,n
141,The anti-Trump CULT quickly morphed into the HysteriaCult sensing that maybe the Coronavirus could accomplish what their 3.5 years of failed efforts to destroy the Presidency could n't do The ShutDown is the new Mue,n
142,"Reminder that jerks who lie about climatechange &/or profit off fossil fuels are the same people who want to put millions at risk of dying of covid19. This is one fight, the entire fossil fuel/Wall St./GOP/Murdoch complex should be criminally prosecuted",y
143,"NJ does not need a committee of pharma executives and Chan-Zuckerberg puppets to tell us when to OpenUpNJ. you closed NJ in 1 day, you open it! MayDay OpenUpAmerica",n
144,PutGrandmaInABox is all that will happen with,y
145,"BIG NEVER COMES FROM UN, WHO,QUEENS,PMs, PRESIDENTS! pedos cannibals in power NONESSENTIAL ITEMS, Lockdown =ACT OF WAR AGAINST PEOPLE humanityisnotavirus",n
146,Utah! Join us tomorrow! We cannot sit by and watch the damn commies erase our freedoms in the name of safety. WalkAway,n
147,"3/ Without question, by his repeated lies failure to take swift appropriate action-and now his determination to by Easter- is the true EnemyOfThePeople.",n
148,God Bless America EndTheLockdown FullyOpenCA reopencalifornianow FreeAmericaNow HuntingtonBeach B.,n
149,"Under lockdown rules, I can go to Walmart and inhale the exhaust of 1000 complete strangers, touching food and shopping carts they touched, but I ca n't go to my office with the same 5 people I know every day? THAT makes perfect sense. recallsisolak",n
150,"Update: Yes, we can by May 1st, … Looking forward to Arizona following suit, livesoverdollars was a false dilemma from the start shutdowns threw the baby out with the bathwater, smh.",n
151,It 's 87 degrees and sunny out in Wilmington. You can go into Walmart but ca n't lay out on the beach. What bunch of bullshit. reopennc,n
152,opponents claim they are NotDyingForWallStreet when its SMALL BUSINESS that provides HALF of all US jobs. Its SMALL BUSINESSES being destroyed in the shutdown. Wall Street will be fine. Mom Pop will not. You are n't hurting Wall Street. You 're the COVIDIDIOTS.,n
153,"NJ does not need a committee of pharma executives and Chan-Zuckerberg puppets to tell us when to OpenUpNJ. you closed NJ in 1 day, you open it! MayDay OpenUpAmerica",n
154,"Let 's go and OperationGridlock in Michigan just getting started! Thousands! Watch one of the leaders on Neil Cavuto on Fox News today at 4pm, April 15.",n
155,it 's time to act for the American people! arrestroycooper covid19tankscam reopennc.,n
156,"Americans are safer at the beach than under lockdown. We 've broken the curve, let 's MAGA.",n
157,"we wo n't live like this! Churches closed Pastors pregnancy counselors arrested but abortion is allowed Homeless, illegals prison inmates released, all free to roam the streets",n
158,I do n't recall dr. Fauci calling for closing any gay bars or bath houses in the 80s because of the deadly AIDs virus. Also do n't think we have a vaccine against it either.,n
159,These Karens TrumpsterPeople demanding while still not realizing it 's other HUMANS that run all those unnecessary businesses for their WhitePrivelege asses?!! ignorancekills republicansarekillingus COVID19 donotopenamerica toosoon stayhome stayclosed.,y
160,MORE PROTESTS to and we the people of the United States of America demand our rights back. The opening performance at the 2012 Olympics showing our upcoming Plandemic is a gross dance you threw in our face. America will see.,n
161,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT!,n
162,The hype is a scam and a product of the media to tank the economy. Because they hate America and ChinaVirus EndTheShutdown endthelockdown FireFauci MediaPandemic.,n
163,"I do n't want any of these idiots to catch covid-19 because health care workers will put themselves at risk to care for them, but this is the chair of the Arizona GOP telling protestors to impersonate health care workers. When you get sick please just die at home.",y
164,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosAn,n
165,more nazi COVID19 shut downs. BillGatesVirus does n't want anyone but NWO demons making $$ off the scamdemic freedom reopennys reopennc ReOpenPA,n
166,God Bless America EndTheLockdown reopencalifornianow FreeAmericaNow HuntingtonBeach USA Thank you to Law Enforcement today great job out there today RecallGavinNow,n
167,"Folks, ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, lawsuits are for. Be civil, respectful and peaceful at all times! Get started now. betheactivist takebackamerica 1A 2a tcot ccot riseup liberty covidfascism",n
168,"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY reopennys RT and tag your.",n
169,Uneducated trump voters and fox news audience still think CoronaVirus is a hoax. notdying4wallstreet COVIDIDIOTS generalstrike hantavirus,y
170,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosAngeles at,n
171,ThursdayThoughts EndTheFed End the Quarantine End The Curfew End the Lockdown End the Shutdown Recovery law allows Fed to rope off public as it spends billions,n
172,"I do n't care which side of the aisle you 're on, anyone squawking out is irresponsible, While Democrats Republicans squabble over Stupidity and fail to pass a bill to help Check out UW4ME! Available for the next 1 day via",y
173,"The extension of the shelter-in-place, or as I will call it, forcibly imprisoning people in their homes against all their constitutional rights. elonmusk enoughisenough reopenstl coronavirus",n
174,Join your state rally on May/1!!! openupamerica mayday takeourcountryback,n
175,I think of the intellectually disabled kids I see who live in questionable home environments I weep inside for them. School was their safe space.,n
176,"2/2: Democrats are going to revolt when they learn and realize their Governors shutdown and destroyed the economy, their lives, and livelihoods for no good reason! walkaway walkawaydemocrats walkawayfromdemocrats now.",n
177,"no matter your tribe, if you PRIZE FREEDOM despise big government overreach you will come together to FIGHT TYRANNY side by side. endthelockdown endtheshutdown reopennc reopennow endthelockdownuk scamdemic plandemic COVID19 COVID?19 COVID.",n
178,Okay if survives can we please open America back up for business WuhanCoronaVirus StopTheInsanity.,n
179,"Instead of photo opps, how about opening up businesses so we can work? reopenmo reopenstl reopenstlcounty itstime.",n
180,"Everyone, join your state rally on May/1!!! openupamerica mayday takeourcountryback",n
181,"Finally!! Many conservatives, myself included, have been pointing out FROM THE BEGINNING, that this disease is more common than the Liberal Academics would admit and therefore much less deadly. Can we now Today!",n
182,As she should. Do n't impinge on American freedoms without a valid reason. reopensalem WWG1WGAWORLDWIDE.,n
183,'Our only hope of rescuing this great country is to reopen the economy' ampFW,n
184,Help spread awareness of this first MI-style Operation Gridlock protest in CA. reopencalifornia.,n
185,DID YOU KNOW?? ?? Fake News CBS used footage from an Italian Hospital when talking about the coronavirus outbreak in New York City. FakeNews LeftyMedia Panic NYC COVID19,n
186,Here 's the sign I made and T-shirt I ordered for the May 1st rally to located in four cities in California FullyOpenCA The flyer of the event is the third picture. And here 's their website.,n
187,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosA,n
188,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! Tomorrow in LosAngeles at Cit,n
189,"More than 65% people are 100% suspected to be infected due to Corona virus in kemari Town,Karachi.But the reaction and the way of dealing of the officials on 1166 is quite agonizing. extendthelockdown",y
190,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,y
191,What he said. stayhomesaveslives.,y
192,First time in 12 years I feel I need to move … Frisco Texas COVID =endangerment.,y
193,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs extendthelockdown donotopencalifornianow Also libs: Elon Musk is asshoe,n
194,Ahahaha fuck the most selfish entitled bastard Ive seen throughout COVID. Hope his entire portfolio goes up in flames in the upcoming Great Depression you elitists S.O.B. workersrights ExtendTheLockdown NoWorkerIsDisposable.,y
195,That doctr is worthless WASTE TO TALKING ABOUT HIM … bt now problem is about extension of lockdown … if yu guys were so responsible I request Pk fans to trend ExtendTheLockdown in AP.,y
196,Agreed they would rather have u in pine box instead of paying UI/PUA Scum I tell you to make us choose being financial ruined or death from COVID19 coronavirus ExtendTheLockdown this is America not North Korea,y
197,if the Prime Minister said it was ok to go out and to gather in the streets you would stay at home. That 's just the way some of you seem to be. Sad f*cks. stayathome staythefhome stayhomesaveslives COVID19,y
198,"Apt what 's maeve robot character says in Westworldseason3 Ep.2: If there 's one thing I know about human nature, is that your stupidity is only eclipsed by your laziness. Stop lazy thinking; StayHomeSavesLives COVID19.",y
199,"Sir,plz complete sealing/Curfew in the hotspot area in all over India up to 30 April is solutions at that time.Other india lockdown extend up to 30 April plz seal gurugram and nuh area completely ExtendTheLockdown.",y
200,"be a Leader, join a rally!",n
201,banks must extend moratorium period. extendthelockdown waivedoffemi.,y
202,Staying home and physically distancing is the most powerful thing we can do to stop the spread of COVID19 and protect vulnerable Indians. Please ExtendTheLockdown For More 21 Days minimum and to it strictly,y
203,Anyone who supports arresting lockdown protesters will one day wake up in the totalitarian state where no protests for no reason will be allowed.,n
204,check this petition out! over 10 000 people have signed the petition for schools to stay closed for 2020 ExtendTheLockdown StayAtHome Covid_19,y
205,Is the message getting through? PUBLIC SERVICE ANNOUNCEMENT No.7: Stay home save lives! CoronavirusOutbreak COVID?19 StaySafeStayHome StayAtHomeSaveLives StayHomeSavesLives SelfIsolation graphicdesign Time to get creative,y
