index,text,label
68,"ExtendTheLockdown watch the coronavirus explained on netflix. look up the facts. if we open now, there will be another peak in deaths and all this time in quarantine will have been a waste. dont make it hurt the economy and people more AGAIN. just stay in. ride it out.",y
69,Whatever is happening from last few days TabligiJamaat I think lockdownindia Should be extended Otherwise India will be next after China ItalyCoronavirus America and Spain coronavirusindia ExtendTheLockdown,y
70,Lots of patriots demonstrating to ReopenVirginia today. I was at the LiberateMinnesota rally last week w/the big red LewisForMN RV. Fighting COVID__19 gradually reopening are NOT binary choices! Our economic security/individual liberty are at stake. Time to,n
71,Is the message getting through? PUBLIC SERVICE ANNOUNCEMENT No.7: Stay home save lives! CoronavirusOutbreak COVID?19 StaySafeStayHome StayAtHomeSaveLives StayHomeSavesLives SelfIsolation graphicdesign Time to get creative,y
72,Take back America! DO NOT COMPLY! democratsaredestroyingamerica americafirst,n
73,"we wo n't live like this! Churches closed Pastors pregnancy counselors arrested but abortion is allowed Homeless, illegals prison inmates released, all free to roam the streets",n
74,"There will be more angry, peaceful uprisings like the MichiganProtest hopefully. Americans will stop the totalitarian power grab by elected politicians. coronavirus endtheshutdown.",n
75,Heal the world. stayathome stayhome stayhomesaveslives lockdown.,y
76,It 's 87 degrees and sunny out in Wilmington. You can go into Walmart but ca n't lay out on the beach. What bunch of bullshit. reopennc,n
77,Take back America! DO NOT COMPLY! democratsaredestroyingamerica americafirst,n
78,"Elon Musk just tweeted that he wants to free America now. My question to these billionaires is that if we are going to blatantly pit market worship against the general welfare, how many dead Americans are too many dead Americans? extendthelockdown.",y
79,Strongly agree that police should go tough with measures during COVID19 continue to halt NONE ESSENTIAL travel use drones its needed StayHomeSavesLives the police should do what is necessary keep up the good work Thank You.,y
80,the center is saying they will not extend the lockdown. We need minimum 45 days. We have pulled through 10 days we can do 45. But we loosen the mitigations we will loose the war against Corona CoronaLockdown,y
81,"A King, I Stan … King of cruise. Live entertainer multi talented, the Indaboski Pahose. The slayer of the evil. Realest god of men in the world. All VIBES Mehn With these updates, I do n't mind if they ExtendTheLockdown This man sud PrayForKemiOlunloyo.",y
82,"I appreciate our Governor in North Carolina, He 's putting safety and people first, by not opening our State too soon and then opening up slowly when He sees better results. peoplefirst extendthelockdown roycooper.",y
83,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,y
84,Quit lying to Nevadans OPEN NEVADA!!! OpenNevada Vegas MAGA VegasShutdown VegasBorn SaturdayThoughts WWG1WGA ConstitutionOverCoronavirus.,n
85,We need politicians that will put AmericaFirst. We can responsibly and protect our vulnerable. More.,n
86,CoronaVirus has peaked at 1/5th the number of deaths of the regular flu.,n
87,Ahahaha fuck the most selfish entitled bastard Ive seen throughout COVID. Hope his entire portfolio goes up in flames in the upcoming Great Depression you elitists S.O.B. workersrights ExtendTheLockdown NoWorkerIsDisposable.,y
88,"It 's amazing how this virus only spreads at small businesses and places of worship, yet not at Walmart or Target! reopennevada.",n
89,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,y
90,"881 hospital deaths today say the self same thing, if our Council and our Regional Paper and our NHS and our science advice all saying so is not quite enough. Sitting in the sun can wait. stayhomesaveslives weloveournhs",y
91,times during a shift. Please StayHomeSavesLives.Help us keep you safe. frontline,y
92,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs extendthelockdown donotopencalifornianow Also libs: is asshoe,n
93,"FREEDOM RALLY! Come stand with us tomorrow at 1PM in San Diego. ReOpenCA TimeToOpen Now ReOpenCalifornia If you are on Facebook, join the groups Reopen California. Similar Groups have formed for other states.",n
94,"THANK GOD, is a movement that is picking up momentum. Rallies scheduled for Ohio and Arizona sooner than later. We will not live in fear and we will not live under tyranny. Most importantly we will support in the decision he makes moving forward.",n
95,"Precautions, fine! But are playing politics with the rescue bill. I'm out of work because of this, Ca n't see unemployment status, site says it 's down, Ca n't look for another job because of the stay at home order. Dems you 're bleeding us to death!",n
96,Big cheer for when you ClapForCarers tonight at 8pm but the only way to be sure of 'making a difference' to beat CoronavirusOutbreak is to StayHome this Easter stayhomesaveslives,y
97,Dear With $3.4bn approved by IMF as emergency funds to support Nigeria combat COVID19 what do you still need N850bn loan approved by the Senate for? Maybe your ardent supporters already have answers for us already ExtendTheLockdown 80 in Lagos,y
98,"Hey be truthful ANYTHING Our President wants to do, you and your Cabal would be against. So we starting today. You stay HOME.",n
99,"The shutdown is a socialists dream they can ban work, guns, FREE SPEECH!? This is why we have Trump God has made him the HAMMER! First to expose how far America has fallen … 2nd TO BREAK DOWN DESTROY the political ruling class from these 50 states trump2020.",n
100,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosAn,n
101,99.99% survival rate for healthy people under 50. Even in NYC. Now get your boot off my neck. COVID19 coronavirus thursdaythoughts endtheshutdown,y
102,"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY reopennys RT and tag your.",n
103,"bet you wo n't hold a large rally full of supporters in Florida tomorrow, pussy. Prove me wrong. tuesdaymotivation.",n
104,I feel like is a borderline tyrant. Anyone else? reopencalifornia trumpderangementsyndrome.,n
105,"in the movie Apollo 13, a precisely sequenced process is devised for achieving successful power-up similar to what we should be doing right now devising the sequence for the post-lockdown recovery Covid_19 LockdownExtended stayhomesaveslives",y
106,To be honest if you 've got a 1 in 10 chance of dying if you catch the virus the sensible thing to do is try not to get it. StayHomeSavesLives is a great idea. Stay safe yourself.,y
107,"Dear Enough is enough! There are many jobs which are inherently socially-distanced jobs, and can resume!",n
108,No more stimulus bills we need to get back to work by Easter. We 've been lied to about the ChinaVirus none of the numbers add up it 's been blown out of portion. letsgetbacktowork americafirst.,n
109,"THIS is the untold damage being done to our children by ludicrous lockdown If this were a real war, we would all take a bullet for our kids. FakeNews fanning pandemicpanic New science shows low MR.",n
110,if the Prime Minister said it was ok to go out and to gather in the streets you would stay at home. That 's just the way some of you seem to be. Sad f*cks. stayathome staythefhome stayhomesaveslives COVID19,y
111,absolutely. COVID19 is a scam. And sheople who have no knowledge of history or the viral pathophysiology are falling for the fear-mongering.,n
112,"Sir,plz complete sealing/Curfew in the hotspot area in all over India up to 30 April is solutions at that time.Other india lockdown extend up to 30 April plz seal gurugram and nuh area completely ExtendTheLockdown.",y
113,and FauciFraud is there with her He 's a Democrat! He 's deep state FireFauci and let 's for business!!!,y
114,"I 've just been made aware that I am within this very high risk group. I 'll be stuck inside and away from people for the foreseeable. People are dying, and I'm determined not to be one of them. Please, please, PLEASE StayHome StayHomeSavesLives.",y
115,I would like to AskGovHutchinson Why he puts businesses like above the health wealth fare of his citizens? Will they not let you issue a StayAtHomeOrder askthegovernor COVID19 peoplebeforeprofit stayathome stayhomesaveslives saferathome.,y
116,More news from the front: what quarantine in Montreal is like: FlattentheCurve Staythefuckathome StayHomeSavesLives stayhomestaysafe coronavirusCanada covid19 writing amwriting writingcommunity cavabienaller.,y
117,"More than 65% people are 100% suspected to be infected due to Corona virus in kemari Town,Karachi.But the reaction and the way of dealing of the officials on 1166 is quite agonizing. extendthelockdown",y
118,Morgan Stanley financial analysts warn Donald J Trump that relaxing containment measures against coronavirus resuming business as usual too quickly could actually backfire. causing even worse damage to the economy Do n't during covid19,y
119,StopTheMadness Just get over it already. The pandemic is a bust.,n
120,"Replying to Your stupidity will cause the needless death of MILLIONS, all because your hotels are losing money. You, and the rest of the COVIDIDIOTS who want to too soon ARE THE PROBLEM that is worse than the cure.",y
121,"We are holding a ReopenDelaware rally on May 1 at Noon in Wilmington, DE",n
122,"Instead of protests Just Do It reopen ReopenArizona everyone get back to work just open your business 's Walmart, Walgreens, Target, we can take personal responsibility follow Cold and Flu Season etiquette …",n
123,How I feel about anyone risking lives and healthcare professionals by being all and the asshat NotMyPresident who is inciting them.,y
124,U may feel bad rt now but if are able to control the spread then we will feel worth without doing Colletral damage. extendthelockdown.,y
125,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosAngeles at,n
126,"Today Trump announced his plans to and the DowJones is up by 10% already. Criticize him all you want, but he knows how to rally the markets positively.",n
127,"People crying ExtendTheLockdown, you are fucking dumb. By the way, the first antiviral treatment to end the coronavirus succeeded in the gold standard clinical trials by the NIH/NIAID today. Fauci is having a press conference to announce its impending approval today.",n
128,Let businesses open with social distancing rules. They too can easily do what Walmart and the grocery stores are doing! reopennc.,n
129,Here is my request copy the text written below and let us extend the lockdown to help the government and its authorities. Let us extend this lockdown to fight and defeat COVID-19. coronav,y
130,This is Populist regime change Masters at work Break the bonds Patriots,n
131,"3 of our dog teams with their dogs PD Arnie, PD Nika, PD Holly PD Airin proudly joined in with ClapForTheNHS ClapForOurCarers tonight please StayHomeSavesLives to protect our NHSheroes.",y
132,You want to see this video before support such bullshit CoronavirusLockdown is better for us.,y
133,These Karens TrumpsterPeople demanding while still not realizing it 's other HUMANS that run all those unnecessary businesses for their WhitePrivelege asses?!! ignorancekills republicansarekillingus COVID19 donotopenamerica toosoon stayhome stayclosed.,y
134,Help spread awareness of this first MI-style Operation Gridlock protest in CA. reopencalifornia.,n
135,No one knows how this virus will effect them young or old. Your life is worth more than money StayHomeSavesLives.,y
136,"My grandparents are 87/88. They survived war, the Great Depression, and measles. They are more worried about economic collapse than a flu like virus with low death rates. Millions of older folks feel the same way. reopenam",n
137,"Now it 's May?! Call me crazy, but it almost seems the government is shrugging off accountability when it comes to the math sources they used when deciding to implement a one size fits all lockdown that 's decimating families and small businesses. ReOpenMN",n
138,"Nobody should die because a rich person will, god forbid, be less rich if people stay safe at home. If boomers want to kill themselves so badly, a gun and a bullet to the head would be much faster. boomerremover.",y
139,"Sir my personal opinion is that at this point we have to extend lockdown up to 30 April because as flight ,train ,bus move from one place to another Virus spread from one place to another and it 's not easy to tackle huge public exte",y
140,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT!,n
141,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs extendthelockdown donotopencalifornianow Also libs: Elon Musk is asshoe,n
142,"Elon Musk is right, we do n't need to ExtendTheLockdown any longer. Statistically speaking, this whole COVID19Pandemic is exactly like the Flu minus the vaccine, large amounts of cases and recovery, but small death rate compared to the entire US population. Free America!!",n
143,Now tell me once again Coronavirus obedient ones why we 're in house arrest prison and the criminals are not? What a scam.,n
144,"please! Mr. President. Your supporters need you! Plan an Easter rally! Make it the biggest one you 've ever had! We will stand RIGHT beside you, not 6 feet! Resurrect America! KAG MAGA americanresurrection foxnewstownhall trump.",n
145,Why is trending?!? This goes directly against all advice from MEDICAL PROFESSIONALS. How is our country handling this the worst? I 'd really like to not die.,y
146,walkaway ONLY we the people can We have the Constitution CommonSense and Science on our side.,n
147,"mepolitics Falmouth Maine, elderly couple tried to purchase 2 pkgs of english muffins, cashier said the limit is 1 removed the 2nd pkg from the belt. Thought the limit was 2?? This is getting pathetic. reopenmain",n
148,People are growing restless and angry. Not one of the people imposing economic hardship on the rest of the country has lost their job. Remember that. openthestates,n
149,To all the Democrats blabbing about keeping the economy shut down this is why it needs to reopen! coronavirus AmericaFirst.,n
150,"Finally!! Many conservatives, myself included, have been pointing out FROM THE BEGINNING, that this disease is more common than the Liberal Academics would admit and therefore much less deadly. Can we now Today!",n
151,"An empty A303 … Well done everyone, keep up the good work StayHomeSavesLives COVID19",y
152,"That is you, that is! gregabbott We really do n't need any more fear tactics, we see the inflated numbers, the empty hospitals, the lies of the left all over the media, as the y contradict each other.",n
153,"Let 's go and OperationGridlock in Michigan just getting started! Thousands! Watch one of the leaders on Neil Cavuto on Fox News today at 4pm, April 15.",n
154,Seriously considering moving to the state that open up first. WuhanCoronaVirus,n
155,"If we 'll only have 1 to 2% of people die if we as wants that would be 3.3 to 6.6 million Americans dead. 6,600,000 dead humans. holocaust coronaviruspandemic MAGA COVID19 election2020",y
156,"This is hard. It 's needed. Stay safe and remember we are ALL in the same boat here. Be kind, take a breath and StayHomeSavesLives.",y
157,Gotta *forehead slap* the logic where protesters are supposedly 'EndAngeriNg LivEs!!' by protesting in public but the nurse cosplayers are 'heroes'. Evidently only people with certain opinions can spread the virus by protesting in public.,n
158,"The incident which took place on 28th April,2020 is depicts the lack of education prevalent in Tikiapara,West Bengal. Govt should emphasize on proper education and exposure of such communities. Because the virus is here to stay with us,for foreseeable future. extendthelockdown.",y
159,As she should. Do n't impinge on American freedoms without a valid reason. reopensalem WWG1WGAWORLDWIDE.,n
160,Here 's the sign I made and T-shirt I ordered for the May 1st rally to located in four cities in California FullyOpenCA The flyer of the event is the third picture. And here 's their website.,n
161,"Under lockdown rules, I can go to Walmart and inhale the exhaust of 1000 complete strangers, touching food and shopping carts they touched, but I ca n't go to my office with the same 5 people I know every day? THAT makes perfect sense. recallsisolak",n
162,NovemberIsComing You' and all the rest of the CorruptDemocrats will see what true American Citizens think and feel about this Country. truthmatters truthwillprevail stay the course,n
163,Millions of other Americans and myself have railed against the lockdown order and we 're fine.,n
164,"Anyone with a JOB is deemed essential by the consumer who purchases their service … Let 's get back to work! SMARTLY! We need to be like our heros cops, nurse, emt, cashiers, grocers, drive-thru food, WE CAN DO THIS!!!!",n
165,"no matter your tribe, if you PRIZE FREEDOM despise big government overreach you will come together to FIGHT TYRANNY side by side. endthelockdown endtheshutdown reopennc reopennow endthelockdownuk scamdemic plandemic COVID19 COVID?19 COVID.",n
166,Nice to see busking and ice cream vans down Richmond riverside. StayHomeSavesLives lockdown nice to see rules are being enforced.,y
167,The plot thickens!! BillGatesIsNotOurFriend why would lockdown continue when the virus is declining. Oh!! Bill Gates wants everyone contained until he gets mandatory vaccines! Coercion!! plandemic,n
168,There is no proof that keeping healthy people in lock-down is necessary or helpful. We do n't need to ExtendTheLockdown. openupamerica mayday povertykills. You say mentalhealthmatters. Are you following the suicides due t,n
169,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in LosA,n
170,will be continuing with their patrols today. stayhomesaveslives Big Thank you to and,y
171,The lack of push back against unconstitutional shutdowns by too many timid sheep does not bode well for any future authoritarian assaults on our basic freedoms OPENAMERICANOW TrumpPressConf COVID19 OpenOhio Trump NRA Ohiolockdown ohiounemployment Tucker.,n
172,We need to Yesterday! End the shutdown!,n
173,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,y
174,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,y
175,"Americans are safer at the beach than under lockdown. We 've broken the curve, let 's MAGA.",n
176,"Fauci is a liar and a fraud. The lockdowns should be ended IMMEDIATELY. Not only are they illegal and unconstitutional, THEY DON'T EVEN WORK. endthelockdown EndTheShutdown",n
177,"WATCH You can see what it 's really like for us as we police the streets during the lockdown. This is how we 're enforcing the coronavirus social distancing measures. To everyone who 's staying at home, you are lifesavers. We thank you StayHomeSavesLives",y
178,Get off your crack pipe you liberal garbage TDS CivilUnrestIsGettingReadyToExplode across America and the Media Mob Lies are the fuel FreedomOverFear Now TurnOffThisGarbageNews and,n
179,Call centres need to be shut. Surely a floor of a few hundred people from different communities in a particular region all working for up to 12 hours a day in one large room is a social gathering? covid19uk stayhomesaveslives.,y
180,"This virus knows no boundaries! Stay home, protect the NHS, saves lives! stayathomesavelives stayhomesaveslives.",y
181,The government is urging people not to relax on the current lockdown and social distancing restrictions over the weekend. Please stay home for all those who are vulnerable StayHomeSavesLives coronavirus charity,y
182,"We do n't know how mani COVID?19 infected or MR, but WE DO know how many hurt by shutdown 300M lose liberties",n
183,ban 5G resurrect traditional values! Let 's make America the greatest ever! naazirra.,n
184,"Will Ralph reopen Virginia so folks can go back to work and start living their lives, or will he have protesters back in Richmond packing the streets again?? reopenvirginia",n
185,"be a Leader, join a rally!",n
186,and do n't watch this Sh*t head.,n
187,"BIG NEVER COMES FROM UN, WHO,QUEENS,PMs, PRESIDENTS! pedos cannibals in power NONESSENTIAL ITEMS, Lockdown =ACT OF WAR AGAINST PEOPLE humanityisnotavirus",n
188,"Hello. As we experience perilous and exciting times, we are seeing the uncovering of gross corruption, greed, negligence, incompetence and fraud. God said who can I send to carry out My will? I will LORD, I will! mayday USA openupamerica america.",n
189,"NJ does not need a committee of pharma executives and Chan-Zuckerberg puppets to tell us when to OpenUpNJ. you closed NJ in 1 day, you open it! MayDay OpenUpAmerica",n
190,"Folks, ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, lawsuits are for. Be civil, respectful and peaceful at all times! Get started now. betheactivist takebackamerica 1A 2a tcot ccot riseup liberty covidfascism",n
191,"So I put it to you or whoever can try to sort it-please do. It 's a slap in the face to those trying to stop the spread following government guidelines. StayHomeSavesLives, clap at your doors/windows.",y
192,"The100 on is a surprisingly phenomenal series. It also really makes today 's humanity look very pathetic by willingly complying to shelter-in-place orders for a virus that kills only about 1/5000, mostly elderly individuals. covid19",n
193,This is the antithesis of Freedom. openupamerica mayday takeourcountryback liberatevirginia vaccinesarenottheanswer billgatesisnotourfriend firefauci defundwho.,n
194,extendTheLockdown Help control this COVID-19 outbreak and let the world know that we can handle a few more weeks of lockdown. Use extendTheLockdown and spread the word.,y
195,What is our fault in the spread of corona. This is because of jamati. We are suffering. We supported NarendraModi decision of lockdown. We understood tge importance. But now its time to understand our problem too. Main area of city should be under lockdown. ExtendTheLockdown.,y
196,And yet the media are pressing the government to end lockdown and open non essential shops. And who will they blame for such catastrophic loss of life? The government of course. extendthelockdown coronavirus nonessential,y
