index,text,label
43,Miserable ole Trump is just having a tantrum since he did n't get his GOPSlushFund yesterday so he wants to to punish us w/death threats DieForTheDow GeneralStrike COVID19 COVIDIDIOTS GOPBailoutScam TrumptheWorstPres,pro
44,The latest the keith W. boone daily! thanks to tuberculosis.,pro
45,"We do n't know how mani COVID?19 infected or MR, but WE DO know how many hurt by shutdown 300M lose liberties",pro
46,"mepolitics Falmouth Maine, elderly couple tried to purchase 2 pkgs of english muffins, cashier said the limit is 1 removed the 2nd pkg from the belt. Thought the limit was 2?? This is getting pathetic. reopenmain",pro
47,You got a love he calls out bull$hit when he hears it! cnnfakenews CNNISFAKENEWS cnnsucks fakenewsmedia fakenews fakepandemic coronavirus MAGA2020 KAG2020 trump2020 trump2020lands,pro
48,Precedent. reopenMD.,pro
49,"The100 on is a surprisingly phenomenal series. It also really makes today 's humanity look very pathetic by willingly complying to shelter-in-place orders for a virus that kills only about 1/5000, mostly elderly individuals. covid19",pro
50,So that 's why he wants everyone back to work! dieforthedow,pro
51,The rallies need a refined and careful message. They should be very specific about what liberalization.,pro
52,Now tell me once again Coronavirus obedient ones why we 're in house arrest prison and the criminals are not? What a scam.,pro
53,this is what happens when petty tyrants are given authority. coronaviruspandemic endtheshutdown,pro
54,Cure is worse than disease. AntifaTerrorists this is real Fascism. You have opposed Freedom. liberateillinois recalljb is a tyrant standup2bullies dumpdurbin ?? ??,pro
55,"If this tired old planet is to be healed, it will be the old-fashioned way, one by one, with each of us finding the best within us. reopenamer",pro
56,it 's time to stop tossing money at this and,pro
57,"I dont matter to Media but I want 2 say what a GREAT job VP Mike Pence 's doingCoronaVirus-TownHall explaining DIFFICULT measures,facts policy regarding ,Trump 's 15day shutdown/StayAtHomeOrder;Even Cuomo agreesad,NancyChokesWhilePeopleGoBroke eg HPLoveCraft.",pro
58,God Jesus Covid19 FireFauci BillGates CoronaVirus KAG ID2020 Vaccines RFID AI IoT 5G NWO Tyranny MUST SEE Compilation Protests Surge! WORLD IS GreatAwakening TO YOUR PLANDEMICS TO DESTROY HUMANITY,pro
59,Lockdown ACT OF WAR AGAINST PEOPLE HumanityIsNotAVirus covid19= SCAM KILLING with 5G -REALITY reopening reopenworld.,pro
60,What happened to the threats of closing permanently or fines or jail? Seems inconsistent AGAIN,pro
61,Today in we fucking told you so … COVID19 coronavirus lockdownhustle.,pro
62,I think there are very high odds that Dictator Whitmer has been spreading porkies about her right to breach the Constitution and the Bill of Rights in order to enslave the people of her state. Spreading freedom is what the protesters were doing. scamdemic,pro
63,"Give it a few weeks, and then maybe The Wallstreet banksters, and their puppets in Congress, can go to hell.",pro
64,"is absolutely correct, as usual. americafirst america democratsaredestroyingamerica democratstheenemywithin KAGA2020 MAGA2020 trump2020 truthbetold facts truthbetold WWG1WGA women womenintech factsmatter illinois reopename",pro
65,and ampFW.,pro
66,"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY reopennys RT and tag your.",pro
67,Bravo NewYork Hitler chinesecoronavirus Trump2020 votedemsout VoteRedToSaveAmerica KeepAmericaGreat,pro
68,now.,pro
69,firefauci,pro
70,"Manufacturing has declined in the month of March, reported today by the Federal Reserve. Total industrial production fell 5.4%, and manufacturing output fell 6.3%. The largest decline was in motor vehicles and parts manufacturing. economics COVID19 pandemic",pro
71,"Look what has done in 3+ years in office Vs The theft of our tax dollars corruption PayToPlay, and filth homelessness and illegalimmigration delivered by these politicians. americafirst lawday",pro
72,openupamerica mayday takeourcountryback,pro
73,"?? Love from NoLockdownSweden Become UNSILENT WalkAway WWG1WGA VIDEO interview with Professor Johan Giesecke, one of the world 's most senior epidemiologists and advisor to the Swedish Government. Why lockdowns are the wro",pro
74,"Replying to Your stupidity will cause the needless death of MILLIONS, all because your hotels are losing money. You, and the rest of the COVIDIDIOTS who want to too soon ARE THE PROBLEM that is worse than the cure.",pro
75,Thank goodness these dangerous home business entrepreneurs are off the streets!!! CivilDisobedience,pro
76,"Now it 's May?! Call me crazy, but it almost seems the government is shrugging off accountability when it comes to the math sources they used when deciding to implement a one size fits all lockdown that 's decimating families and small businesses. ReOpenMN",pro
77,Austin is partially reopening today! Texas baby! Heading out the door right now to go support some small-businesses … Stop the insanity and now!,pro
78,ditto! Let 's get this done! americafirst.,pro
79,"pedos cannibals in power NONESSENTIAL ITEMS, Lockdown =ACT OF WAR AGAINST PEOPLE humanityisnotavirus covid19= SCAM KILLING with 5G -REALITY reopening reopenworld.",pro
80,We need politicians that will put AmericaFirst. We can responsibly and protect our vulnerable. More.,pro
81,WHO WILL BE THE WORST SUFFERER AFTER coronavirus HAVOC GETS OVER hantavirus coronaviruslockdown coronavirusindia covid19india completelockdown corona 21dayslockdown 21daylockdown covid19outbreak corona chinaliedpeopledied USA china italy.,pro
82,"FREEDOM RALLY! Come stand with us tomorrow at 1PM in San Diego. ReOpenCA TimeToOpen Now ReOpenCalifornia If you are on Facebook, join the groups Reopen California. Similar Groups have formed for other states.",pro
83,New Podcast! Ep: 3: Rally in Texas! Guest: David Whilden on endtheshutdown reopen reopentexas texas,pro
84,Absolutely but luckily we live on the TN/NC so we will be spending our money in TN and helping their economy. If WALMART can be open why ca n't every store if they follow the same guidelines. reopennc.,pro
85,"I hope is watching, very closely, those moron FakeNews EnemyOfThePeople dotards. Thank you, BestPresidentEver. WRWY",pro
86,Going to the walmart!,pro
87,"Nobody should die because a rich person will, god forbid, be less rich if people stay safe at home. If boomers want to kill themselves so badly, a gun and a bullet to the head would be much faster. boomerremover.",pro
88,So now essential workers are standing in lines outside Home Depot Walmart on the little time they have available?,pro
89,YOU go girl! is right! Hallelujah!,pro
90,"With half that data that might sound bad but remember. 8,052 positive/100,584 tested. .08 of people test positive. 269/8052 .03. Asymptotic people only drive that death down. Protect the act risk people",pro
91,Q: WHY is a mom pop grocery shop less 'essential' than Walmart and therefore must remain closed? A: It 's NOT! opentheeconomy,pro
92,Reopennc,pro
93,You cannot shutdown the economic engine of the world for months based on questionable models and fear! The American people will not tolerate an open-ended halt to their lives. reopennh,pro
94,"Per the CDC as of April 18th Total cases: 690,741 1,282 are probable Total deaths: 35,443 4,226 are probable covid_19 stayhome coronalockdown coronacrisis coronavirusupdate coronavirus COVID COVID19 quarantine trump2020",pro
95,"Paul he said I gave it two weeks then caught himself, next Monday … It 's OVER! AmericaFirst! Gonna be a great Easter!",pro
96,99.99% survival rate for healthy people under 50. Even in NYC. Now get your boot off my neck. COVID19 coronavirus thursdaythoughts endtheshutdown,pro
97,BILL GATES IS FINISHED WHO Mass Vaccinations via TheGreatAwakening Pizzagate Rapists Pedophile.,pro
98,"SORRY New Yorkers, McKinsey said its time to go die for Capitalism. Cuomo Genocide of Labor for the 1% 's treasure.",pro
99,"HAPPENING NOW!!! Reopen our country! Carson city, Nevada reopennevada WWG1WGA nevada sisolak inittogether qanon recallsisolak operationnevada wethepeople",pro
100,Thinking of OperationGridlock as they get ready to protest to ReopenMI. Best of luck from ReopenNC you guys are true patriots today. constitutionovercoronavirus,pro
101,stock market rebounds when Covid_19 cases grow by less than expected. Worried about the market economy? Do n't rush to Control the outbreak. test. Test. Test. Trace. Isolate. Treat. Thanks vetting COVID19 EconTwitter research so quickly.,pro
102,PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let 's fight! operationgridlock,pro
103,Then why are you apart of a government party that absolutely loves and lives by big government that will always fail? americafirst america coronavirususa killcovid19.,pro
104,Lots of patriots demonstrating to ReopenVirginia today. I was at the LiberateMinnesota rally last week w/the big red LewisForMN RV. Fighting COVID__19 gradually reopening are NOT binary choices! Our economic security/individual liberty are at stake. Time to,pro
105,is a George Soros scheme to kill off Republican voters. Pass it on!,pro
106,Many States moving to SAFELY QUICKLY reopen!,pro
107,"If we 'll only have 1 to 2% of people die if we as wants that would be 3.3 to 6.6 million Americans dead. 6,600,000 dead humans. holocaust coronaviruspandemic MAGA COVID19 election2020",pro
108,The plot thickens!! BillGatesIsNotOurFriend why would lockdown continue when the virus is declining. Oh!! Bill Gates wants everyone contained until he gets mandatory vaccines! Coercion!! plandemic,pro
109,AWESOME,pro
110,New York is going to take the brunt of this health issue. There are many middle class families in New York that make over $200k per year. So we will be crushed medically and the have to bail out the rest of the country economically! Is this a joke? r,pro
111,need to print how many deaths from flu too !!! flu season is still a problem complications,pro
112,It is striking to hear PresidentCuomo say we are hunting positives so they can be isolated and we can reduce the spread. Then in contrast Trump is like trumpdemic trumpistheworstpresidentever.,pro
113,no one can do that but pentagon israel saudi emirates Coptic egypt ll all benefit from usd fail COVID19 is a lie WHY They r targetting me,pro
114,"Fauci is a liar and a fraud. The lockdowns should be ended IMMEDIATELY. Not only are they illegal and unconstitutional, THEY DON'T EVEN WORK. endthelockdown EndTheShutdown",pro
115,While there is a unconstitutional checkpoint coming into Florida on 95S Why is it that American citizens must be singled out. If only you had fortitude like in Georgia GreatAwakening ConstitutionOverCoronavirus.,pro
116,WHICH COUNTRY HAS HANDLED coronavirus THE WORST hantavirus coronaviruslockdown coronavirusindia covid19india completelockdown corona COVIDIDIOTS covid19outbreak corona chinaliedpeopledied USA US china tsunami covid19outbreak.,pro
117,Show the proof that keeping healthy people in lock-down is necessary or helpful? openupamerica mayday povertykills.,pro
118,coronaviruspandemic,pro
119,PublicFreedom RT PublicFreedom: Reopen Virginia Rally in Richmond. Shutdown Northam! reopenvirginia coronavirustruth,pro
120,"coronavirus is so smart, it attacks people who patronize small businesses, they must stay closed, but you can still go to Walmart. Safe there, they closed all the exits but one, making people funnel together to try to get in and out. wakeupamerica smallbusiness.",pro
121,should be reopen shuttered hospitals. This shitbag wo n't let Philadelphia use Hahneman hospital for covid19 because he wants his profits,pro
122,reopenvirginia.,pro
123,Let businesses open with social distancing rules. They too can easily do what Walmart and the grocery stores are doing! reopennc.,pro
124,icecreamnancy delaynancy nancypelosi Does just saying lies give them validity? Nancy we ALL know YOU delayed the PayrollProtectionProgram for a month while Trump and Pence were working to MAGA r FridayFeeling AmericaFirst,pro
125,This is the antithesis of Freedom. openupamerica mayday takeourcountryback liberatevirginia vaccinesarenottheanswer billgatesisnotourfriend firefauci defundwho.,pro
126,"No masks! Amazing to read, stop spreading insanity. costco nomasks",pro
127,"VIDEO: Radio host Alex Jones leads chants of Arrest Bill Gates at protest in Austin, Texas. reopenbritain beijingbiden beijingboris huawei COVID19 pritipatel day30oflockdown lockdown confinementjour40 coronavirus.",pro
128,No more stimulus bills we need to get back to work by Easter. We 've been lied to about the ChinaVirus none of the numbers add up it 's been blown out of portion. letsgetbacktowork americafirst.,pro
129,This is what is spending his time doing instead of working to ReopenNJ. voteredtosaveamerica voteredtosavenj.,pro
130,"I'm concerned that any state that is reopening does n't have a good plan in place will have citizens that will not follow this plan. So, I made a PSA to capture this. quarantine sundayvibes stayhome lockdown COVID?19 coronavirus play",pro
131,"Yesterday, I was honoured to join fellow patriots protesting the establishment of a fascist communist policestate. reopencalifornia coronavirus",pro
132,WHAT IS INEVITABLE AFTER coronavirus HAVOC hantavirus coronaviruslockdown coronavirusindia covid19india completelockdown corona 21dayslockdown 21daylockdown covid19outbreak corona chinaliedpeopledied USA china italiazonarossa coronaviruspandemic.,pro
133,"While trying to understand the changing message, It has occurred to me that mass casualties in largely democratic leaning states like New York, California, and Washington would not hurt Trump 's chances of re-election. Just sayin. Prioritie",pro
134,walkaway ONLY we the people can We have the Constitution CommonSense and Science on our side.,pro
135,"Hello. As we experience perilous and exciting times, we are seeing the uncovering of gross corruption, greed, negligence, incompetence and fraud. God said who can I send to carry out My will? I will LORD, I will! mayday USA openupamerica america.",pro
136,stubborn idiotic People Americans StayHome Quarantine LockDown 50States UntilSafer! COVID19 NoCure worse this Fall2020?! GiveMORE StimulusChecks to LowIncome Families Singles Unemployed Poor TaxPayers! NOT RichPeople Celebs SeeThis? WTF!,pro
137,leadership texas.,pro
138,LIVE NOW Huge michigan protest watch operationgridlock One livestream is,pro
139,The vuln at risk ppl will lose CV-19 unemployment other benefits unless Governors man up extend stay at home orders for only them. They will drive up hospitalization vents forcing us all back into shutdowns. It 's time for targeted,pro
140,"Trump has little power to restart US economy Tuesday, 14 april 2020 ????????? wildwest may1 coronavirus outbreak pandemic lockdownextension humanity drfauci",pro
141,Who else thinks this will reopenMI? MichigandersAgainstExcessiveQuarantine MichiganStrong OperationGridlock lansing MAGA2020 KAG2020.,pro
142,"Want to Here 's the ONLY plan that will not cost US 1000s of more deaths 1-StayAtHome 2-Testing, Testing, Testing 3-treatment 4-contact tracing ALL 4 Then only then can we can begin to resume some normality to our daily lives",pro
143,Yet PPL stubborn idiotic selfish wants Who 's Accountable? deaths coronavirus covid19 over 1M? NOJOKE! republicans democrats liberals governors senators mayors lockdown quarantine 3-6mos IF needed! MORE Stimulus POOR LowIncome TaxPayers NOT RICH!,pro
144,The stage of the US epidemic will help investors to know how long the epidemic will be in the end and the investments will be started before the end. stockmarket informationtechnology bigdataanalytics dowjones restarttheeconomy,pro
145,now.,pro
146,POLICE ARREST CONCEALED CARRY PERMIT HOLDER AT REOPEN AMERICA RALLY policestate maga,pro
147,Seriously considering moving to the state that open up first. WuhanCoronaVirus,pro
148,prilaga atlantahairstyles atlantahairstylist atl challenge atlantahairstylists atlanta atlantic atlantabarbershops atlanticocean prilaga safely,pro
149,LIVE NOW massive michigan protest operationgridlock is One Livestream.,pro
150,I'm posting s notice about the rally tomorrow in Texas because he was banned yesterday f.,pro
151,and FauciFraud is there with her He 's a Democrat! He 's deep state FireFauci and let 's for business!!!,pro
152,"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY reopennys RT and tag your.",pro
153,We 've got some ideas about how to Save Main Street. smallbiz smallbusiness shoplocal bailoutthepeoplenotcorporations bailoutthepeople buylocal,pro
154,"You know what I find hypocritical? When people argue not to reopen States. Really? States have been half open the whole time! If grocery stores, gas stations, fast foods, Walmart, Target coffee shops were SAFE to stay open you 're already half open!",pro
155,Gates going into the spotlight in MSM gatesfoundation coronavirus vaccines civilliberties MAGA trump2020.,pro
156,tsunami coronavirus hantavirus 21daylockdown coronaviruslockdown coronavirusindia US COVID2019 coronavirusoutbreak COVID?19 covid19outbreak.,pro
157,By GilbertMercier author of TheOrwellianEmpire DON'T ReopenMaryland for the benefit of ProfitsOverPeople WallStreet banksters Corporate interests. stayathome trump whitesupremacy evangelicals devossedition alexjones COVID19 COVID?19.,pro
158,"Dear Enough is enough! There are many jobs which are inherently socially-distanced jobs, and can resume!",pro
159,open opencalifornia OPENAMERICANOW coronavirus COVID19.,pro
160,NYS Rally in Albany tomorrow 12PM State Capital grounds ReopenNYS Now,pro
161,reopenvirginia.,pro
162,do your models take into account the increased risk of depression and suicide? Do they take into account the destruction of our economy and small business? NO! Your models are designed to predict exactly what you want us to believe. reopenvir,pro
163,You want to see this video before support such bullshit CoronavirusLockdown is better for us.,pro
164,To all the Democrats blabbing about keeping the economy shut down this is why it needs to reopen! coronavirus AmericaFirst.,pro
165,"it 's time to At risk individuals, rest homes and hot spot cities continue to self quarantine. Others should be able to return to normal life. Track the numbers and make informed decisions based on actual da",pro
166,"Poor humans being … covid_19 stayhome miami florida Miami, Florida",pro
167,"Over 400,000 people went out to vote in-person in Wisconsin. It 's 15 days later and Covid hospitalizations and new cases are going down not up as the democrat naysayers warned. We are being scammed.",pro
168,I ca n't wait for to restart our economy … AGAIN! It will bounce back with a Vengeance AmericaFirst MadeInAmerica.,pro
169,"Flagler County, Florida beaches to reopen for exercise. No time restrictions. Flagler County beaches reopen for exercise Sunday Florida beaches ReopenFlorida.",pro
170,"Riots in the streets, looting, and killing because Democrats crashed the economy over PORKING the RescueBill is n't a good way to survive this virus. We 're going to without allowing Pelosi to blackmail us and you can sit in your ivory tower and stfu now.",pro
171,Unemployment is set to hit 30%. Far higher than the Great Depression. Is it worth it? You do n't amputate a limb when you get a cut because it might become infected. Coronavirus michiganshutdown,pro
172,Tune in live to America Together Returning To Work live on Fox News Channel endthelockdown AmericaFirst,pro
173,in Albany tomorrow 12PM State Capital grounds ReopenNYS Now,pro
174,"If we 're each at home, we 're not together. Being PRESENT with each other is together. Technology solutions are a thin shadow of what the human psyche requires. civilliberties.",pro
175,People out on the streets with assault rifles in America and states announcing reopening of businesses next week. Proper order. You wo n't get away with tyranny over there. Americans wo n't be bullied Coronavirus CoronaBollocks EndTheLockdown.,pro
176,When your high school uses technology to censor and destroy your free speech! freespeech,pro
177,"Elon Musk goes all-in on lifting restrictions, demands we free America and praises Texas",pro
178,1776 libertyordeath freedomoverfear arrestbillgates firefauci weknow.,pro
179,activists attending the ReopenMI rally today! We must start petitioning for our Freedom NOW! ampFW.,pro
180,Hey ReopenVirginia and peeps. I just found your new rally flag.,pro
181,"IllinoisNazis is clearly a fake Twitter sockpuppet operation against protesters in Illinois. It 's so lame you only have two people with a sign, you do n't reveal identity of those people, then you attribute entire protest to them? protests",pro
182,Please watch and share viruscorona reopenearth americafirst Dr. Erickson COVID-19 Briefing via,pro
183,Worldwide statistics show that the WuhanCoronaVirus will infect 80% of any population,pro
184,Take back America! DO NOT COMPLY! democratsaredestroyingamerica americafirst,pro
185,I will High Quality Google Review and WebSite Review Sell. Please Contact Me: Skype: GoogleReview24 Payment Method: Paypal and Payoneer Master Card. Thanks You … NotDying4WallStreet CoronavirusLockdown StayAtHomeOrder.,pro
186,"People under 50 rarely catch or die from CV19, they are effectively immune Take them off lockdown to save the economy. Re-open shops, schools, offices and resturants for under 50 's. Test/trace/quarantine any infected.",pro
187,I will never stop asking 'What happened? vegasshooting,pro
188,27ABR Abren negocios en varios estados de EEUU USA EEUU COVID19 coronavirus QuedemosnoEnCasa,pro
189,Quit lying to Nevadans OPEN NEVADA!!! OpenNevada Vegas MAGA VegasShutdown VegasBorn SaturdayThoughts WWG1WGA ConstitutionOverCoronavirus.,pro
190,"Our world now, so much for our freedom and liberties. This was a slippery slope closing down for a virus, that was not much worse than the flu. reop",pro
191,If u are so scared of death STAY HOME AND OUT OF OUR WAY We the ones that are not scared shouldnt have to suffer for your fears Why do people want to shove their view down other peoples throat coronavirushoax reopen,pro
192,A top public health expert comments on threat to sue states to whole thread worth reading.,pro
193,"Citing 'zero lethal threat' 2 students, works 2 reopen college in fall 2020 goforit AMJoy HopeInSight Logic301 winning over FakeNews FakeNewsEpidemic politicalnews tcot.",pro
194,So you are ok trashing the Constitution?,pro
195,Is she begging to not get re-elected? Is she begging for a destroyed economy? Sure seems like it! operationgridlock.,pro
196,Thousands surround Michigan Capitol in protest of Gov. Gretchen Whitmer 's stay-at-home orders q qanon greatawakening walkaway wwg1wga maga covid coronavirus,pro
197,The people who lambaste anyone who thinks AR stands for Assault Rifle now think they should have an equal seat as medical professionals at the discussion table on matters of virology and epidemiology. 2A maga reopenpa reopennc,pro
198,WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. operationgridlock PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth!,pro
199,breaks down the reality of the Executive Order on immigration and how it can be salvaged AmericaFirst Riseup,pro
200,See CDC prelim report data fro May 1st pic The total of deaths lags so that 's not the striking thing. Look at the of COVID19 deaths relative to all causes from Jan 1 to present relative to pneumonia CDC coronavirus COVID lockdown SaturdayThoughts,pro
201,Texas Gov Abbott does n't need to be told twice … … Democrats like California 's Newsome and New York 's Cuomo should be taking notes. MAGA NOW.,pro
202,ReopenFlorida.,pro
203,Thank you and to your Union. will you make that same commitment? Even better will you reopen the parks and ignore the draconian measures of the and the Dallas City Council?,pro
204,"I'm out there everyday, supplying America.",pro
205,and do n't watch this Sh*t head.,pro
206,Join your state rally on May/1!!! openupamerica mayday takeourcountryback,pro
207,"Precautions, fine! But are playing politics with the rescue bill. I'm out of work because of this, Ca n't see unemployment status, site says it 's down, Ca n't look for another job because of the stay at home order. Dems you 're bleeding us to death!",pro
208,"Every Governor, Legislator or Physician who recommends keeping the economy shut down should forfeit their paychecks until it reopens COVID19 Now.",pro
209,Your silence on CENSORED Facebook posts is deafening.,pro
210,is trending? Hmm.,pro
211,YouTube promotion ?? Get real views and your like comments subscribers will grow awtomatically ?? Inbox me for more details ?? Or order me on fiverr Hantavirus CurfewInIndia 21daysLockdown youtube subscribers music spotify,pro
212,"Folks, ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, lawsuits are for. Be civil, respectful and peaceful at all times! Get started now. betheactivist takebackamerica 1A 2a tcot ccot riseup liberty covidfascism",pro
213,"Looks like NC is already re-opening. Drove from Raleigh to Wilmington today and the roads were full. Stores packed like Christmas. Punishing small businesses for no reason in favor or Walmart, CVS and grocery stores. No social distancing an",pro
214,"May 1st is going to be chaos between those that are planning on participating in and OperationGridlock strikes and those that are planning to participate in the GeneralStrike, which side are you on? notdying4wallstreet UBI hazardpay notdyingforwallstreet.",pro
215,Change your financial situation! Call 515-603-5686 to talk to a live person for real solutions! makemoney makeamericagreatagain,pro
216,Very important thread ?? on explained in exactly the terms that it needs to be. The most unqualified people possible are in charge of our national security economy at the most perilous time has ever known. 2020election.,pro
217,OperationGridlock Now !!! Recall Then,pro
218,This is Populist regime change Masters at work Break the bonds Patriots,pro
219,I will High Quality Google Review and WebSite Review Sell. Please Contact Me: Skype: GoogleReview24 Payment Method: Paypal and Payoneer Master Card. Thanks You … NotDying4WallStreet CoronavirusLockdown StayAtHomeOrder.,pro
220,Why is trending?!? This goes directly against all advice from MEDICAL PROFESSIONALS. How is our country handling this the worst? I 'd really like to not die.,pro
221,"yes a thousand times, cut the bullsh! t you were given your two week flatten the curve shutdown and its already brought America to its knees the threat level is n't high and continuing down this path is n't helping anyone … pass the stimulus and lets get to work.",pro
222,wow! Hard to imagine it 's possible to be that disconnected and tone deaf. What a heartless b*tch! Partisan hack! pelosihatesamericans PPP ppploans,pro
223,fauciisafraud gatesfoundation gates,pro
224,oh and Faceless DUANE tell that to The maggot Antifa TheResistance that listen to you MAGA.,pro
225,"For the protests to be effective, the obvious publichealth threat of coronavirus needs to be acknowledg.",pro
226,"As businesses fail and futures ruined, we have reached the point where these draconian intrusions on our way of life transcend politics and lifestyle. Yes, we want our freedom back. Before it 's too late.",pro
227,"So then why did we have to shut down our entire country, social distance, and create chaos and fear, if the worst hit state, run by a third term governor, can allow the most at risk population to be exposed in an enclosed space? 2terms coumos3rdtermwhy.",pro
228,It is a FALSE to ARGUE against Trump 's Plan to because YOU Do Not want to Go BACK to WORK No One is going to FORCE You to Go BACK to WORK You can STAY HOME and NOT WORK But the AMERICANS who want to Go BACK to WORK MUST be allowed TO DO SO!,pro
229,MAGA KAG trump2020 RECALLNEWSOM brink4stateassembly erincruz4congress KCGSJ makecaliforniaredagain tcot ccot USA americafirst trumptrain yoga yogagirl foodie,pro
