index,text,label
17,I work in cybersecurity. You do n't see the unemployment project mortality rate I stare at every hour. You 're from Ohio. You have a double pandemic going on w/ Meth/Heroine Coronavirus. Take ProLife out of your bio. Save the hypocrisy for your 14 followers.,pro
18,Easier to do when the liberties of ALL Americans to choose their acceptable level of risk and safety is not being trampled. flattenthefear.,pro
19,OUTSOURCED MARKETING FOR MORE TYRANNY! ExtendTheLockdown DoNotOpenCalifornia and others are trending because NIGERIA AND OTHER FOREIGN NATIONS WERE PAID TO POST IT ALL NIGHT TODAY. Now we have a bunch of SPAM. Time for the lawsuits a,anti
20,EXACTLY!! WWG1WGA qarmy qanons,pro
21,Time to put this WuhanCoronaVirus into perspective: Jan March. Death by Hunger 2.38 million dead! Death by Smoking 1.16 million!,pro
22,SmallBusinesses dead coz of CoronaLockdown smallbiz smallbizrelief smallbusinesses smallbusinessowner smallbusinessowners day4 day4oflockdown day4of21 coronaupdate covid_19 lockdown stayhomesa stayhomesaveslives stayathomesa stayathome,anti
23,?? SOMETHING BIG IS HAPPENING?? ??Couy is driving across country right now. Stopping in cities and riding until he gets to NY City. ?? Where is he going next? OPENAMERICANOW CowboysForTrump WAKE UP AMERICA! h,pro
24,Get off your crack pipe you liberal garbage TDS CivilUnrestIsGettingReadyToExplode across America and the Media Mob Lies are the fuel FreedomOverFear Now TurnOffThisGarbageNews and,anti
25,MondayMotivation Katie 's pizza pie italystaystrong tastes even better a day later FRIDGECHALLENGE homebaking stressrelief comfortfood StayHomeSavesLives,anti
26,The streets are bustling with activity and the temperatures are n't even that high today. Does anybody really think Americans are going to be able to stay trapped in the house when the temperatures are nice and comfy at 75 and 80 degrees in a few weeks?,pro
27,Killing grandma to own the libs,pro
28,"Our testing is fine. Tremendous. We ca n't test 100 senators. Even if we could, we ca n't do it in less than 60hrs. There are n't testing centers accessible in big areas of major cities or over distances in rural areas. Testing may still be unreliable. Why worry?",pro
29,Spotted: travelingkurlandKoozie is practicing social distancing and staying hydrated. We are all in this together! Please do your part. shelterinplace stayathome socialdistancing washyourhands chicagoland orlandpark mayorlightfoot chicago stayhomesaveslives,anti
30,"Everyone, join your state rally on May/1!!! openupamerica mayday takeourcountryback",pro
31,Sure. Why work if the government is going to pay you not to. This will never make America great again. trump coronavirus COVID,pro
32,Thread of protest. This one is OperationGridlock in MI MayDayMutiny,pro
33,"Hundreds of people protested against coronavirus-related lockdowns because of the economic cost of confinement. In New Hampshire alone, about 400 people gathered to protest under the rain. wefilterfakenews lockdown",anti
34,hantavirus 21dayslockdown curfewinindia lockdownindia,pro
35,ExtendTheLockdown ExtendTheLockdown LockdownSA Day34OfLockDown God please help us. Corona dey vex ooo and man no get anything again ooo. God please do n't let hunger kill me oo. Anonymous please if you are blessed to bless me please help me. 0112215003 Gtb.,anti
36,Great crowd today in Albuquerque Civic plaza protesting the DoNothingDemocrats and huge overreach. New Mexico wants to work!! Time to open up business. endtheshutdown trump2020,anti
37,I urge all MP 's to donate to the NHS. There are millions who are taking pay cuts. This is shameful. coronavirusuk saveournhs stayhome stayhomesaveslives work.,anti
38,"India Coronavirus Cases: 33,062 Deaths: 1,079 Recovered: 8,437 CLOSED CASES 9,516 COVID19 StayAtHomeAndStaySafe StayHome HapyBirthdayRohit ExtendTheLockdown.",anti
39,stayhome operationgrilock coronavirus coronamemes coronavirusupdate usacoronavirus now reopencolorado reopen COVID19 covid19colorado COVIDIOTS covid_19 COVID?19 COVIDIDIOTS stayathomesavelives stayathomesavelives stayhomestaysafe.,pro
40,'s letter to today 'clarifying' arrest at NC capitol yesterday: if authorities are arresting people who protest … reopennc billofrights constitutionovercoronavirus,pro
41,Obesity is much more of a threat to Americans than this virus. Should we have Govt mandates on exactly what you can eat and drink? No more fast food? Forced veggies? That would certainly improve our healthcare around the country. Say no to big govt.,pro
42,Why is the Germans criticizing America on race relations? We never let the KKK take over America but them Nazis started WwII. Remember racism racist Nazi were number one in every thing. americafirst Y'all Germans got shit fucked up. We saved y'all once.,pro
43,Did not Conservatives claim they were the champions of family values? And now they threat ederly like garbage. Ready to trade grandpa and grandma.,pro
44,"Today Trump announced his plans to and the DowJones is up by 10% already. Criticize him all you want, but he knows how to rally the markets positively.",pro
45,Shhh! You 'll trigger the Democrats aka Media and their TrumpDerangementSyndrome before Fauci says another stupid idea.,pro
46,This might be a way to get people back to work … even if they are working out of their garages. essentialworkers stayhomesaveslives smallbiz.,anti
47,"When you elect tyrants, you get tyranny. Brava for that patriotic woman, but I bet she still will be voting for Democrats in the next election. Some people never learn. now.",pro
48,Coronavirus: Jack Ma 's medical consignment arrives Nigeria hantavirus 21dayslockdown notdying4wallstreet isolatemorrissey COVIDIDIOTS tuesdayvibes.,pro
49,smithfield cleanup COVID19 nebraskavirus COVID__19 unionstrong labor workingfamilies extendthelockdown.,anti
50,"The flaws in the climate change models have been known for years, including the fact that their predictions do n't match reality. However, the ignores that because they agree with the the ultimate goal control and the destruction of capit",pro
51,10 days? I'm old enough to remember when it was 2 weeks … almost a month ago. It will be a miracle if we open up in 10 days. reopenvirginia.,pro
52,"Make sure you target the Jews you fuckin Nazi. You 're a Totalitarian wanna-be Dictator, and a Racist. reopenny deblasioresign walkaway democratsaredestroyingamerica liberalismistherealpandemic dempanic not pandemic.",pro
53,Hahaha f**king idiots ReopenNC.,pro
54,earthday2020 earthday reflexion water tree fish photographer photo thephotohour photooftheday ecosystems naturelovers nature tranquility,pro
55,END COVID-1984 ampFW,pro
56,extendthelockdown 1 lockdown needed to prevent covid19 to reach stage3 2atleast one more lockdown 3especially the likes of TablighiJamat who increased the risk of ChineseVirus by manifold and more than 22k r under isolation 4 economy can be revived but not lives.,anti
57,"Thanks for the opportunity to talk about We 're grateful for the tremendous contributions of the National Coronavirus Recovery Commission for creating a plan to This is what our policymakers, state leaders, and the American people need.",pro
58,check this petition out! over 10 000 people have signed the petition for schools to stay closed for 2020 ExtendTheLockdown StayAtHome Covid_19,anti
59,"If I ran a small business, I would open my doors, limit patrons to 10 at a time, and then sue the government for coming after me. There are liquor stores open. Home Depot, Walmart, Target, etc are open. This is crony capitalism.",pro
60,constitutionovercoronavirus billofrights thecureisworse reopennc endthelockdown endtheshutdown,pro
61,"Quarantine is a privilege You could be in a hospital. Or on the streets. I get that people are bored, and it 's okay to commiserate. But do n't be one of the dummies protesting your own privilege.",anti
62,"You would think everyone would want to stay home during a global pandemic, it 's sad what is going on in America with the and OperationGridlock protests StayHomeStaySafe NotDying4WallStreet NotDyingForWallStreet GeneralStrike GeneralStrike2020.",pro
63,Alex Jones attends youcantcloseamerica rally in an armored vehicle! reopentexas COVID?19 COVID coronavirususa,pro
64,COVID19 lockdown MAGA MAGAts NurseTwitter Nursing shutdownflorida,anti
65,Great news!! Expert Who Predicted Millions Of Coronavirus Deaths Makes Stunning Reversal: ill peak and subside within 2 to 3 weeks last week 's paper said 18+ months of quarantine would be necessary. LeftyPanic,pro
66,We closed businesses to FlattenTheCuve not overwhelm hospitals with CV-10 patients. Mission accomplished. The models were way off. The data has changed significantly. Why have n't we changed our strategy? It 's time to Reo,pro
67,Please vote for me as Influencer of the year on 031awards by sms 031 Dr Spray My Shandis to 35029 ExtendTheLockdown IrrfanKhan,anti
68,"Far more people die each year from preventable causes, yet rather than totally shut down the activity, we balance personal freedom with various measures to mitigate the impact. coronavirus",pro
69,"Folks, ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, lawsuits are for. Be civil, respectful and peaceful at all times! Get started now. betheactivist takebackamerica 1A 2a tcot ccot riseup liberty covidfascism",pro
70,"trumpers are so gullible. We just need to hack feed them a suggestion, and then watch them launch into action! Just like trained pidgeons. Polly wanna cracker?",pro
71,America should never have been destroyed in the first place. You fell for a simple alarmist deepstate scam. Bankruptcy. Mass paranoia. Traumatized kids. Shame on you. reopenusa reopenfreedom reopencommerce massunemployment majobs massbusiness mabiz KSQ.,pro
72,Having soldiers on the streets during the national lockdown is necessary to help enforce regulations imposed to limit the spread of corona virus stayhomesaveslives covid19southafrica lockdownsa,anti
73,"NIH says not to treat COVID19 with Hydroxychloroquine SenateIntelligenceCommittee says Russia hacked the 2016 election The South is all Also, some doctors may speak.",pro
74,"Let 's park and aside till we gather all the details, from durban to Eastern Cape now we in JHBTraffic, clearly we will need the lockDownSouthAfrica to be ExtendTheLockdown. More to debate on the stree",anti
75,First positive case of Covid_19india in Valsad district. stayhomestaysafe stayhomesaveslives indiafightsback trending stayathomewithtwice 2k20 2019ncov 5GKILLS umargaon coronaviruspandemic coronago coronavirusoutbreakindia covid19india indiacheckmateschina,anti
76,We want to open up! Enough we need to feed our families! We need to pay rent and mortgages! We need our lives and freedom back! reopenmassachusetts.,pro
77,Enough govt incompetence. We dont need a deal or program. We need to get back to work! COVID19 is a manageable threat. The Great Depression 2 is not.,pro
78,Register for online EC-Council Certified Ethical Hacking course eccouncil ceh cybersecurity call 09030009281 for more details or DM. thankyou staysafestayhome extendthelockdown israel macbook book,anti
79,U R wrong DonaldTrump does have the power authority 2 order the States 2 I have the power authority 2 order the lottery commission 2 pay me 4 hundred million$ the lottery commission has power authority 2 laugh me out of their office.,pro
80,Comments? What are your thoughts? stayhome stayhomesaveslives quarantinelife quarantine stayathomesavelives.,anti
81,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,anti
82,"China got COVID19 under control Italy looks like it is starting to flatten the curve, but guess where Dotard Cheeto is taking us with STRAIGHT TO AMERICAFIRST, BABY! trumpvirus",pro
83,gatesfoundation faucifraud democrats,pro
84,"Di passager kgopela le nthuse, is scam of what? Why would I pay my debt ko account ya bone? Where did they source taba yaore I owe TUT? Ke worried ka balance eo fela ExtendTheLockdown COVID19 Day33ofLockdown",anti
85,Why is it ok to shop at Walmart but not Kohl 's? If covid is so contagious where are the reports of Walmart employers being decimated? extendthelockdown.,anti
86,liberateillinois recalljb recallpritzker termlimits dumpdurbin,pro
87,You do n't understand economics.,pro
88,StayHomeSavesLives response across Ayrshire has been extraordinarily positive is making a real difference.,anti
89,"Yeah wait a minute, how is Walmart safe but small businesses are n't? Anyone? COVIDIDIOTS coronavirus OPENAMERICANOW tf how sway",pro
90,TRUTH SHALL SET YOU FREE Lockdown ACT OF WAR AGAINST PEOPLE humanityisnotavirus covid19= SCAM KILLING with 5G -REALITY,pro
91,So low IQ trump 's fans … and just wait to see what will happen in Brazil because of Bol.,pro
92,'Nothing better than having little people in your life.' That 's the same thing NancyPelosi told the staff at her estate this morning. saturdaythoughts leadupchat ad inthistogether lockdown netflix OPENAMERICANOW.,pro
93,It is utterly ridiculous! We need to,pro
94,Elon Musk K.I.D.S ExtendTheLockdown Take part in this intensive Online business coaching and mentoring called One Funnel Away Challenge to learn how to build a profitable business online during this Covid19 Period Learn More Here,anti
95,See you in June reopenohio and reopenmichigan epic fail. In the meantime REAL states like Florida will help us,pro
96,All the churches in this country have an obligation to their congregations to everyone else to denounce this shit. He 'll get ppl killed just so he can gloat about how he got things working again by Easter. This is dangerous deadly. It is not the time to,pro
97,"we wo n't live like this! Churches closed Pastors pregnancy counselors arrested but abortion is allowed Homeless, illegals prison inmates released, all free to roam the streets",pro
98,Yet they shutdown the parks and locked us inside. There 's another virus ou there that can only be removed at the ballot box ReopenMO ReopenStL ReopenStLCounty ItsTime NoMoreLockdowns.,pro
99,W.H.O. are these police? Why masks? Foreign Trojan Horse? Nationwide unconstitutional arrests made by US born police force? Where are the trainloads of U.N. vehicles now?,anti
100,It does n't make sense that you can walk into Walmart to get groceries and buy clothes and anything else you want to buy. But you ca n't go into J.C. Penney. COVID?19,pro
101,FREE ventilators Let 's see what excuse will come up now!,pro
102,Dr. Deborah Birx US Army Colonel is exactly correct. Each year season flu numbers are far higher th corona. This has been much ado … catastophe based on public health hack projections. Russia … Russia … Russia … anything to bring Trump down.,pro
103,A strong message to anyone thinking about meeting with friends over the Easter weekend StayHomeSavesLives,anti
104,Oklahoma Rolling Rally today from 1-3pm at the state capitol. getok2work getokback2work okback2work reopenok imaginethat oklahoma.,pro
105,"CoronaVirus has peaked at 1/5th the number of deaths of the regular flu. They were right, this is n't the flu. The flu is worse.",pro
106,There is no proof that keeping healthy people in lock-down is necessary or helpful. We do n't need to ExtendTheLockdown. openupamerica mayday povertykills. You say mentalhealthmatters. Are you following the suicides due to desperation and poverty? openupamerica.,anti
107,Great research on bailouts everyone wants money,pro
108,"No CEO of any corporation should get a bailout if that CEO makes over $75,000 a year. That 's where we 're drawing the line, right? caresact americafirst strongertogether stimulusbill stimulusplan rentstrike2020 UBI generalstrike notdying4wallstreet COVID.",pro
109,TAKING BACK OUR LIVES. endthelockdown reopennc reopenny freedom scamdemic plandemic COVID19,pro
110,"Boy, the attitudes of all my small business clients has shifted from anger, to out right defeat depression. I feel the exact same way. If this scam does n't end soon, no one will even want to TRY to recover. They 'll just fold.",pro
111,MORE PROTESTS to and we the people of the United States of America demand our rights back. The opening performance at the 2012 Olympics showing our upcoming Plandemic is a gross dance you threw in our face. America will see.,pro
112,Yes real states like Texas and Florida are doing it correctly. Loser states like Ohio and Michigan are not. and if we need to leave some locales behind so be it.,pro
113,"Former Rep. Ron Paul calls on trump to fire Dr. Fauci, says some are trying 'to have total control over the people' via firefauchi americafirst BREAKING trending americaworkstogether republicans trumppressbriefing.",pro
114,Saw on TikTok of someone who tried to commit suicide from being cooped up. That 's just one video. Wondering how many UNREPORTED stories are out there of people who have attempted/committed suicide. COVID19,pro
115,"… so … reopening America seems to be about denying unemployment benefits, more than anything else … scam",pro
116,"Medical bureaucrats ARE STILL BUREAUCRATS. Fauci is a paid to play political hack. Here is Dr. Shiva Ayyadurai 's letter to Trump. If you ONLY want to hear the letter, advance to the 7:32 minute mark. Otherwise, the entire video is 18:51 min. SHARE IF YOU WANT TO",pro
117,The News Pimps running are trying their best to Project fear from and decision to and Texas they are a disgrace and KRLD should replace them with a RealNews outlet not an OperationMockingbird pawn.,pro
118,"If you want to take tips from the TelAviv protest. Everyone 's 6 feet apart, everyone has a mask. And stop making it a fucking Trump2020 rally dumbasses. It makes you look stupid, I disagree with tyrannical government that does n't believe the public should hold",anti
119,"All. Of. This. and why were Lowe 's and Home Depot allowed to remain open?? Target/Walmart I can sorta see bc they have limited grocery products, but home improvement?! Come the F on. REOPENSC flupointo.",pro
120,Thank you to our NHS! Clap for the NHS at Good Hope Hospital this evening. stayhomesaveslives,anti
121,CNN CTV canadacovid19 canadalockdown canada cdnpoli extendthelockdown 21dayslockdownsouthafrica 21dayslockdownindia covid_19 COVID19US stayhomecanada stayhomeindia.,anti
122,There is no proof that keeping healthy people in lockdown is necessary or helpful. We do n't need to ExtendTheLockdown. openupamerica mayday povertykills. You say mentalhealthmatters. Are you following the suicides due to,pro
123,I expect lockdown is only option bt unka kya jo bhoonk ke mare faansi laga rahe hai un gareebo Tak km se kam khana pahoncha do kyuki jitna sarkar fund deti ho wo zaroorat mando tk nahi jata sab bade bade log kha jate hai aur gareeb bhonka mrta h NarendraModi g ExtendTheLockdown.,anti
124,"What does this deliberate decision to shut down the country and carpet-bomb our own economy, upon which we all depend, tell us about what we Americans value? -PJB Carpet-bomb our own economy.",pro
125,rallyroundtheflag reopenillinois.,pro
126,smallbusiness freedom catchcrabs.,pro
127,Do I know anyone going to a rally? What are you wearing? Are any alternative media or political celebrities going to be there? Is it a family affair with kids grandparents? Would you be staying home if the government was doing more for us economically? COVID19.,pro
128,endthelockdown Stanford study showing this has same death rate as flu. If turns out true we destroyed this country over nothing. Will the party of science acknowledge this?,anti
129,this is what happens when petty tyrants are given authority. coronaviruspandemic endtheshutdown,pro
130,ExtendTheLockdown are a bunch of idiots. Why do n't we have a covid-19 colony off shore and only allow those with immunity to walk the streets and work within the continental United States. That 's the America you want to live in. We are Land of the Free and Home of the Brave.,anti
131,"God bless Texas to ease Coronavirus lockdown under executive order to restore livelihoods, governor says",pro
132,Need a websitedesign? dm me Portfolio websitedesign NotDying4WallStreet webdeveloper 2020tayfa 2020experience top website dropshipping boycottweatherspoons traveling needgraphicdesign,pro
133,Operation reopen Florida protesters today. miami coronavirus covid19 freedomofspeech becauseflorida,anti
134,We 're out on patrol across Dunfermline today providing reassurance to the public who are out exercising or collecting essential goods. Also maintaining regular checks on commercial properties that are closed during this time. stayhomesaveslives COVID19,anti
135,The rescued snake was released in the wild. stayhomesaveslives,anti
136,"Even Morgan Stanley forecasts that re-opening should occur in June, not now. Yesterday, we had our highest single day of Covid_19 deaths. stayhome stayathomeandstaysafe",pro
137,Sieg heil mein fuhrer!,pro
138,I will High Quality Google Review and WebSite Review Sell. Please Contact Me: Skype: GoogleReview24 Payment Method: Paypal and Payoneer Master Card. Thanks You … NotDying4WallStreet CoronavirusLockdown StayAtHomeOrder.,pro
139,Mark Cuban joining ReOpenTx PresidentTrumpsTaskForce is great! We 've got to get back to work people ca n't continue going without money. getbacktowork americafirst.,pro
140,I wonder why armed protestors who are n't harming anyone are seen as terrorists but antifa who set fire to cars and assault people are fine … michiganterrorists antifa 2A democrats republican,pro
141,extendthelockdown Even though the cases r increasing daily bt the condition could 've been worse! Extending the lockdown can do nonetheless a little help! I hope the medical staffs get full supplies of the stuffs they need and people r taken care of their imp needs n groceries.,anti
142,Extendthelockdown trends as Nigerians react in shock to 195 new cases of Coronavirus recorded on Tuesday,anti
143,"We did n't close the country down for swine flu, SARS,MERS, Avian flu, polio, measles etc … You ca n't build immunity sitting in your house! reopennc",pro
144,models looks pretty clear to me … reopen N.C. please reopennc opennorthcarolina NorthCarolina nc RoyCooper covid saverestaurants savebars Now SmallBiz coronavirus CoronaVirusUpdate retweet tweet,pro
145,"You have to ask yourself, why were chloroquine facts hidden? FireFauci and Birx COVID COVID19 COVID?19 OPENAMERICANOW WalkAway.",pro
146,Wondering how you can take back freedom rather than beg for it to be re-instated. Here 's an idea. Actual data has given us new projections yet no change in freedom. livefreeordie COVIDIOT reopenwa,pro
147,Our.,pro
148,is the dumbest thing Trump could consider as the pandemic ramps up. But that fact that he wants to do ju.,pro
149,when????????????????????????????????? Illinois Gov Pritzker just extended lockdown to end of May. And who knows if he 'll extend it again??? There 's no light at the end of this tunnel.,pro
150,COVID?19 ampFW,pro
151,"bring it to notice of sir, he keeps the accounts of MovieNomics for ModiGovt do n't forget to tag lockdowneffect extendthelockdown.",anti
152,In case you missed what was happening in Lansing michiganshutdown yesterday. OperationGridlock covid19 uprising See thread below.,pro
153,"Truth is truth, no matter who speaks it, and a lie is a lie even if everyone believes it … safespace COVID19 socialdistacing imlockedup mywindow stayhomestaysafe stayhomesaveslives truth love life god",anti
154,ALECexposed PETITION: other CORPORATIONS must cut ties w ALEC stop funding life-threatening PLAN to repeal socialdistancing -- or they 'll be responsible for the deaths of even MORE Americans ALECideas=NOT Science.,pro
155,Remember this C.O.P. coronavirus coronapanic coronavirustruth coronahoax coronavirusoregon coronavirusnyc reopenoregon reopennyc nomorekate lovetrumpskate,pro
156,You may recall the jingle from Sesame Street. Three of these kids belong together Three of these kids are kind of the same But one of these kids is doing his own thing Now it 's time to find the clown extendthelockdown clustertrump,anti
157,"3 of Trump 's hotels in Doral, Chicago and Washington have outstanding loans from Deutsche Bank. sacrificegrandma.",pro
158,"There is a clamor to try to reopen the economy. Larry Kudlow Yeah, and it 's coming from the White House. Life over economy. COVID19 stayathome stayhome shutitdownnow notdying4wallstreet dieforthedow generalstrike",pro
159,when u ppl know that lockdown will extend then y the hell u started booking again … I hv wasted my 27k rupees in ur credit shell … COVID2019 extendthelockdown.,anti
160,"Folks, ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, lawsuits are for. Get started now. betheactivist takebackamerica 1A 2a tcot ccot riseup liberty covidfascism",pro
161,The Coronavirus and it 's associated threat to the relatively small group of at-risk individuals is not going to end magically anytime soon BUT the FOCUS needs to shift to SAVING THE COUNTRY and the RESTORATION of NORMALCY for the American,pro
162,"This trajectory of Covid-19 in Nigeria has to change for better. However, we have the responsibility to stop the spread and mitigate impact. Let Lagos or Kano do n't become Nigerian version of Newyork. covid19nigeria extendthelockdown.",anti
163,to people that complain about isolation. There are roughly 1000 people a day dying right now giving up that bit of your world is helping others and yourself stay a live. stopthenumbersrising stayhomesaveslives.,anti
164,GET THIS VIRAL PATRIOTS! WWG1WGA THEGREATAWAKENING OutOfShadows HoaxedMovie qpatriots PatriotsAwakened WeAreTheNewsNow FakeNews CoronaBollocks CoronavirusLockdown COVID19 ClapForCarers FakeNewsMedia FakeNewsChampions qanon.,anti
165,"As if Trump can shut down some areas of the country, but open others. Would n't a lot of people want to go to the open areas? fakepresident COVID fauci MSNBC CNN thebeat inners maddow.",pro
166,Unbelievable. Protect the vulnerable but,pro
167,"Amen!! Reopen the economy. Enough already!! If hundreds of people are still allowed to be shopping at Walmart, why keep other people from THEIR jobs?!!",pro
168,More predictable news. But I'm sure the jobs will bounce back. Please maine texas california NCT127 coronavirustruth wuhanvirus coronavirususa trump,pro
169,"The federal government should be delivering N95 or P100 masks to every resident in America. That way we can keep the rate of contagion below 1.0, which would allow us to re-open certain economies.",pro
170,check this petition out! over 10 000 people have signed the petition for schools to stay closed for 2020 ExtendTheLockdown StayAtHome Covid_19,anti
171,billgatesvirus billgatesisnotadoctor billgatesisevil.,pro
172,reopenmaine Gov. Mills of Maine extended stay at home until may 31st. Protest and Rally at the Capitol Saturday NOON 2PM Organized by State Representative Republican Chris Johansen,pro
173,You are welcome ?????? and our teams supporting this great uniting football tournament look forward to taking part when sport is up and running again. Keep your footie skills going at home remember StayHomeSavesLives.,anti
174,"????? ????? ?? ,?? ??? 20 ????+ ?? ?????? ?? 1 ???? ???? ??? ???? ???????? ?? ???? ?? ???? ?? ???? ??? ?? ?? ExtendTheLockdown PPEforCovidFighters.",anti
175,Update about the anti-quarantine protests: protests reopenrallies rally endthelockdown AntiQuarantine politics UnitedStates astroturfing.,pro
176,Safe SocialDistancing CoronavirusLockdown without events to watch until My binge watching recommendation WuhanFlu WuhanVirus WuhanCoronavirus ChineseVirus Jack Bauer Season3of24 How NOT to do a school lockdown drill.,pro
177,OPENAMERICANOW restarttheeconomy trump2020 voteredtosaveamerica americafirst democratshateamerica restarttheeconomy voterid.,pro
178,"I understand ppl in CA are frustrated for being on lockdown, but pulling a knife on anyone is never a good idea!! Please relax!! California LosAngeles",anti
179,This was at a closed church as I walked from train … Take a flower for Hope … COVID19 StayHomeSavesLives coronavirus NYC,anti
180,nbusiness now.,pro
181,It 's a free house party!!! UnitedWeStream RodgerSanchez StayHome StayHomeSavesLives,anti
182,"means no domestic or international travel just factory ecommerce those retailers are ones who make $15 hour minimum wage who are worst hit, sure some aid will help but if they want to go back $m $lulu $tgt $wmt can do home delivery",pro
183,"please dont fall for this, its a scam kindly retweet to save lives. extendthelockdown prayfor.",anti
184,Is there a journo willing to chase up this line of questioning? To dangerous? Ca n't as they call it without following a proper plan WTF.,pro
185,"Stop!!! Death toll will rise, people 's lives will be aborted untimely, families crushed and we will all turn vegan! I see bad times arising! notmypresident kushnerisanidiot wednesdaymorning ripirrfankhan extendthelockdown trumpisaloser.",anti
186,"Exactly! we wo n't live like this! Churches closed Pastors pregnancy counselors arrested but abortion is allowed Homeless, illegals prison inmates released, all free to roam the streets.",pro
187,I had a family member telling people stay home and how dumb our governor is … she 's now upset that public transit cut bus routes and she has to Uber to work daily. It costs her more obviously. Still confused about why we need to reopen the economy?,pro
188,No more Uber for me! standupforfreedom.,pro
189,"More than 65% people are 100% suspected to be infected due to Corona virus in kemari Town,Karachi.But the reaction and the way of dealing of the officials on 1166 is quite agonizing. extendthelockdown",anti
190,The CDC and IHA gave bad data. They need to be held accountable. In the meantime stop the lock down madness now. It did n't take 8 weeks to lock down! Kick the ass if anyone that says it will take 8 wks to start up. 2 weeks everything back on.,pro
191,Dear POC in Georgia: and the are trying to kill y'all. Please continue to listen to the scientist and medical doctors not people who put money over people. COVID19 coronavirus coronavirus pandemic,pro
192,Tomi can you lead a rally in the streets? Let 's call it the Women 's March to Reopen the Economy. Gloves free. No masks. Crosses in hand. Just do it!,pro
193,"When COVID cases spike in the areas where these took place, that strategy will blow up in their stupid faces. trumpviruscoverup trumpvirus2020 trumpviruscatastrophe.",pro
194,Can someone please tell Buhari to readdress us? We really need to ExtendTheLockdown These figures are scary and this is just Tuesday.,anti
195,"We ca n't be complacent, however there has been a decrease in deaths on a weekday. 1 death is 1 too many, but to see this helps to give us hope, that us staying home is helping. See you outside at 8pm for clapforkeyworkers StayHome StayHomeSavesLives",anti
196,Restaurants Commit To Keeping Closed Despite Kemp 's Decree smallbusiness reopenUS covid19 coronavirus stayinplace stayathome,pro
197,"At this point America it 's CONTROL not your health! Our President trusted what the experts said, but they truly have different agendas! americafirst madeinusa voteredtosaveamerica democratsaredestroyingamerica reopencalifornianow.",pro
198,As you can see elon musk. The people disagree with you. stayathomeandstaysafe extendthelockdown donotopencalifornia.,anti
199,"SPOKANE, Wash. Protestors held a 'Right to Work' rally in Riverfront Park Wednesday afternoon. waleg reopenwashington",anti
200,"7 weeks ago: 0 deaths 6 weeks ago: 17 deaths 5 weeks ago: 49 deaths 4 weeks ago: 249 deaths 3 weeks ago: 1,588 deaths 2 weeks ago: 7,152 deaths 1 week ago: 18,758 deaths This week: 36,997 deaths Today 40,000+ ???",pro
201,How to properly cc:,pro
202,Donald Trump has not failed,pro
203,WISCONSIN got a bad guy off the streets Arresting a dog groomer for opening business and resisting Tony Evers moronic extension of lockdown. ResistEvers RecallEvers Now WIRight Breaking BreakingNews.,pro
